feature_rank,gene_name_norm,gene_name,gene_id,train_prevalence,mean_log2_tpm_train,variance_log2_tpm_train
965,MELTF,MELTF,ENSG00000163975,1.0,2.655072847983002,1.7987958940462656
966,MSR1,MSR1,ENSG00000038945,1.0,4.332147493151133,1.7987697683550559
967,MMP3,MMP3,ENSG00000149968,0.9055555555555556,1.5342637700349442,1.7959614966429773
968,POU2AF1,POU2AF1,ENSG00000110777,0.9972222222222222,3.07762209828626,1.7959352195059282
969,IFI44,IFI44,ENSG00000137965,1.0,5.444662511761098,1.7954881582040025
970,GJA1,GJA1,ENSG00000152661,1.0,6.313301485933184,1.7948647043472863
971,DIRAS3,DIRAS3,ENSG00000162595,0.9888888888888889,2.085003250309769,1.7928326495927707
972,IL7R,IL7R,ENSG00000168685,1.0,4.6195138984185595,1.7921803927861257
973,CES3,CES3,ENSG00000172828,0.9861111111111112,1.9091241703988437,1.7919712638547813
974,CCL28,CCL28,ENSG00000151882,0.9972222222222222,2.9374741640533926,1.7917486298810708
975,SCD5,SCD5,ENSG00000145284,1.0,3.511238291909445,1.7917261900302923
976,KRT19,KRT19,ENSG00000171345,1.0,9.653392127537913,1.7914890249622433
977,BEX5,BEX5,ENSG00000184515,1.0,3.1000153558613173,1.7907708285113757
978,CD1C,CD1C,ENSG00000158481,0.9944444444444445,2.6223904962324087,1.7897412208434176
979,KLF15,KLF15,ENSG00000163884,1.0,2.8654463392308007,1.7889334997830981
980,TNXB,TNXB,ENSG00000168477,0.9972222222222222,2.1884311157508094,1.7879662342824305
981,KIF2C,KIF2C,ENSG00000142945,1.0,3.7640198795991875,1.7879628737522792
982,CPNE7,CPNE7,ENSG00000178773,1.0,2.668824225820619,1.7871984183254204
983,TRIP13,TRIP13,ENSG00000071539,1.0,3.9526462166084926,1.7868170834248263
984,RASGRF1,RASGRF1,ENSG00000058335,0.975,1.988526464057017,1.7868156205041246
985,CAPN5,CAPN5,ENSG00000149260,1.0,4.290232672035153,1.7858556340250664
986,MYO1G,MYO1G,ENSG00000136286,1.0,3.601168882433041,1.7856746928984604
987,PLAAT4,PLAAT4,ENSG00000133321,1.0,7.260206631853345,1.78266781626971
988,CTXN1,CTXN1,ENSG00000178531,1.0,3.8580730462298853,1.7798389679222417
989,GPR37,GPR37,ENSG00000170775,0.9833333333333333,1.8732935671294806,1.7780302042492822
990,NTN1,NTN1,ENSG00000065320,1.0,2.681087217687997,1.7776130840089868
991,LRRC4,LRRC4,ENSG00000128594,0.9972222222222222,2.527377874769027,1.777337681874472
992,PLEKHG4B,PLEKHG4B,ENSG00000153404,0.9555555555555556,1.860618546202052,1.777250152996887
993,DLGAP5,DLGAP5,ENSG00000126787,1.0,3.457566309876503,1.7770340309079984
994,F2RL1,F2RL1,ENSG00000164251,1.0,4.644171541463519,1.7756755524844625
995,NRK,NRK,ENSG00000123572,0.8944444444444445,1.45525210629318,1.7756362397414898
996,TMEM45A,TMEM45A,ENSG00000181458,1.0,3.514843147059664,1.7744938289448926
997,ALOX5AP,ALOX5AP,ENSG00000132965,1.0,5.947332056284827,1.774379100502704
998,CPXM1,CPXM1,ENSG00000088882,1.0,3.8649238853056027,1.772791410616391
999,ZDHHC11B,ZDHHC11B,ENSG00000206077,0.9694444444444444,2.202238782337658,1.772168195647073
1000,CD1E,CD1E,ENSG00000158488,0.975,2.2830680586479537,1.7713508716485415
1001,CTSH,CTSH,ENSG00000103811,1.0,6.53750095675156,1.7701124660307872
1002,DMKN,DMKN,ENSG00000161249,1.0,3.916352803701048,1.7700159702393683
1003,G6PD,G6PD,ENSG00000160211,1.0,6.583596720540695,1.768505601110894
1004,IGFBP5,IGFBP5,ENSG00000115461,1.0,7.15019320152719,1.7677028084978592
1005,SH3RF2,SH3RF2,ENSG00000156463,0.9861111111111112,2.4033577262658357,1.7667894156597674
1006,SLC26A4,SLC26A4,ENSG00000091137,0.9611111111111111,1.2037092671148726,1.766401686148503
1007,MAP1B,MAP1B,ENSG00000131711,1.0,3.4341374045809907,1.7661183300947985
1008,IYD,IYD,ENSG00000009765,0.9027777777777778,1.8226955446743727,1.7651095335135132
1009,IL4I1,IL4I1,ENSG00000104951,1.0,4.0261340252709665,1.7648714270450954
1010,HJURP,HJURP,ENSG00000123485,1.0,3.266714284426142,1.7636460564486256
1011,CDKN2B,CDKN2B,ENSG00000147883,1.0,4.081026635605004,1.7635073400587389
1012,ESM1,ESM1,ENSG00000164283,1.0,3.8398213644609207,1.760982655940566
1013,SLC27A2,SLC27A2,ENSG00000140284,1.0,3.565082903733971,1.7592840896088426
1014,GPX3,GPX3,ENSG00000211445,1.0,7.3386581477282595,1.7586795370666461
1015,CCL24,CCL24,ENSG00000106178,0.9861111111111112,2.1478454624962318,1.7576423369323055
1016,MAP2,MAP2,ENSG00000078018,0.9972222222222222,3.019794304984876,1.7558808418238956
1017,KIF4A,KIF4A,ENSG00000090889,1.0,3.342051375622689,1.7558386376783908
1018,TRPC6,TRPC6,ENSG00000137672,1.0,3.14523277757072,1.7541218404386507
1019,HSF4,HSF4,ENSG00000102878,1.0,3.549881881713868,1.7537778074690265
1020,PLPPR1,PLPPR1,ENSG00000148123,0.9083333333333333,2.1683664583066538,1.7527548363232144
1021,RHOBTB2,RHOBTB2,ENSG00000008853,1.0,5.105497106540535,1.7523662098869774
1022,C4ORF19,C4orf19,ENSG00000154274,0.9833333333333333,2.3887752928875963,1.751310489658928
1023,PTHLH,PTHLH,ENSG00000087494,0.9972222222222222,1.6517449273521365,1.7495948988629897
1024,SCUBE2,SCUBE2,ENSG00000175356,1.0,2.3068639826367194,1.7493408640360355
1025,SRPX2,SRPX2,ENSG00000102359,1.0,3.5643354393698177,1.7489886925378517
1026,ENTPD8,ENTPD8,ENSG00000188833,0.9527777777777777,2.0729249933058975,1.748093046717487
1027,B4GALNT3,B4GALNT3,ENSG00000139044,1.0,4.663937460687882,1.7480924013881327
1028,TGFA,TGFA,ENSG00000163235,1.0,4.279170553911953,1.747796619370452
1029,PCDH7,PCDH7,ENSG00000169851,0.9972222222222222,2.3633911458669288,1.7462103875103467
1030,FOLR2,FOLR2,ENSG00000165457,1.0,5.136098681977526,1.745687868849446
1031,GPT2,GPT2,ENSG00000166123,1.0,4.579990711156952,1.7452525968636434
1032,FAM83E,FAM83E,ENSG00000105523,1.0,5.198418297836247,1.744840332616251
1033,PCDHB5,PCDHB5,ENSG00000113209,1.0,1.9866662326958973,1.7440382310980054
1034,GRB14,GRB14,ENSG00000115290,0.9972222222222222,2.88451052765577,1.7434568844905673
1035,AHNAK,AHNAK,ENSG00000124942,1.0,6.500435770820781,1.743282617484551
1036,TWIST1,TWIST1,ENSG00000122691,0.9833333333333333,1.8519837121146572,1.7429192545941452
1037,CCL11,CCL11,ENSG00000172156,0.9833333333333333,2.3834377534053295,1.741697837698703
1038,TGFB2,TGFB2,ENSG00000092969,1.0,2.6666118702538206,1.7413024973956628
1039,CD109,CD109,ENSG00000156535,1.0,3.207770318830654,1.741301878625785
1040,CFAP52,CFAP52,ENSG00000166596,0.9638888888888889,1.4248971993251986,1.7410402318381188
1041,FGFR2,FGFR2,ENSG00000066468,0.9972222222222222,3.188824104427934,1.7403733582552043
1042,EDNRB,EDNRB,ENSG00000136160,1.0,3.117034205477857,1.7383946615634531
1043,EPHX1,EPHX1,ENSG00000143819,1.0,8.386282244232921,1.7378265293124073
1044,MLPH,MLPH,ENSG00000115648,1.0,6.024339748527259,1.736622374971302
1045,HS3ST2,HS3ST2,ENSG00000122254,0.9944444444444445,2.8501251843940882,1.7357121469422232
1046,EPHA2,EPHA2,ENSG00000142627,1.0,5.503091427952227,1.7313308467099555
1047,ITGB3,ITGB3,ENSG00000259207,1.0,2.436145710470966,1.7307799098487884
1048,ATP6V1C2,ATP6V1C2,ENSG00000143882,1.0,2.066322976213883,1.7302084663112496
1049,CARD11,CARD11,ENSG00000198286,1.0,4.027393237263055,1.7301311210824888
1050,ALDH3B1,ALDH3B1,ENSG00000006534,1.0,5.577825706821964,1.7293497791439998
1051,LOXL2,LOXL2,ENSG00000134013,1.0,4.276485387034393,1.729123975599983
1052,NR4A3,NR4A3,ENSG00000119508,1.0,2.457157004251093,1.729072715000206
1053,MGAT3,MGAT3,ENSG00000128268,1.0,2.174531077237072,1.7289719565272272
1054,PLAAT2,PLAAT2,ENSG00000133328,0.9777777777777777,2.2283073899586516,1.724801181702495
1055,SYT1,SYT1,ENSG00000067715,0.9805555555555555,1.7443145783790883,1.7244509353215038
1056,HTRA3,HTRA3,ENSG00000170801,1.0,5.582206407349481,1.7236729232652042
1057,ERV3-1,ERV3-1,ENSG00000213462,1.0,3.9087838245208117,1.7224645051175487
1058,KNDC1,KNDC1,ENSG00000171798,0.9666666666666667,2.163010187107189,1.7215095145113668
1059,BIRC3,BIRC3,ENSG00000023445,1.0,4.840362198413015,1.7213352060751272
1060,FN1,FN1,ENSG00000115414,1.0,8.749660047640344,1.7203101984737146
1061,GPC4,GPC4,ENSG00000076716,1.0,5.965116697308888,1.7173550192535578
1062,GTSF1,GTSF1,ENSG00000170627,0.9555555555555556,1.1900041131004044,1.7166906166839617
1063,C11ORF16,C11orf16,ENSG00000176029,0.9222222222222223,1.5400017896940044,1.7136235992594202
1064,NEK2,NEK2,ENSG00000117650,1.0,3.5513858633344633,1.7117793549051792
1065,HK3,HK3,ENSG00000160883,1.0,3.630069032726051,1.7101863833462818
1066,VWF,VWF,ENSG00000110799,1.0,5.72234024340263,1.710180506020468
1067,IL13RA2,IL13RA2,ENSG00000123496,0.9472222222222222,1.558590001777373,1.7092516504360213
1068,CXCL3,CXCL3,ENSG00000163734,1.0,2.8207952915557906,1.7088149265092907
1069,MKI67,MKI67,ENSG00000148773,1.0,3.7997396707727193,1.7086747457721094
1070,FAM177B,FAM177B,ENSG00000197520,0.9777777777777777,1.5234446350109403,1.7083142917946488
1071,C1QA,C1QA,ENSG00000173372,1.0,8.687076495956907,1.707572022095476
1072,ACKR2,ACKR2,ENSG00000144648,0.9944444444444445,1.5580836490718037,1.7074205054312246
1073,HSD17B13,HSD17B13,ENSG00000170509,0.9611111111111111,1.3332912507812418,1.7071289607460065
1074,PID1,PID1,ENSG00000153823,1.0,3.6099979451978204,1.707103889546977
1075,MME,MME,ENSG00000196549,0.9972222222222222,2.1150342295745483,1.7061515290470661
1076,SIK1,SIK1,ENSG00000142178,0.8888888888888888,1.7878870616006393,1.7046452085924277
1077,FKBP10,FKBP10,ENSG00000141756,1.0,6.177943605009698,1.7041490902586633
1078,COL15A1,COL15A1,ENSG00000204291,1.0,4.432884928176323,1.7041441336344718
1079,SLC7A8,SLC7A8,ENSG00000092068,1.0,4.368351946662829,1.704132790737129
1080,GZMA,GZMA,ENSG00000145649,1.0,4.826615526233292,1.7035043394565272
1081,C1QC,C1QC,ENSG00000159189,1.0,8.537610955855358,1.7013475422282076
1082,RDH10,RDH10,ENSG00000121039,1.0,5.476498471434152,1.6985989347656028
1083,RGS1,RGS1,ENSG00000090104,1.0,5.749038424371229,1.698182912628331
1084,GZMH,GZMH,ENSG00000100450,0.9972222222222222,3.5891523330016,1.697620485268201
1085,PABPC1L,PABPC1L,ENSG00000101104,1.0,4.090279475602613,1.6974827332287734
1086,ZNF703,ZNF703,ENSG00000183779,1.0,4.349244917611922,1.6972680072416815
1087,TIMP3,TIMP3,ENSG00000100234,1.0,8.051970627128737,1.6972595582657433
1088,VSIG10L,VSIG10L,ENSG00000186806,1.0,2.4755999710100594,1.6968973008220842
1089,CNFN,CNFN,ENSG00000105427,1.0,3.2400245385281603,1.6964406167327655
1090,RCN3,RCN3,ENSG00000142552,1.0,5.825863957971005,1.6963940602547565
1091,PXDN,PXDN,ENSG00000130508,1.0,4.892599539892907,1.695431421678663
1092,EFEMP1,EFEMP1,ENSG00000115380,1.0,6.198716843849845,1.6953931601497378
1093,HNF1B,HNF1B,ENSG00000275410,0.9944444444444445,3.7907065995896208,1.6926054620038593
1094,HLA-DRA,HLA-DRA,ENSG00000204287,1.0,11.61582976713424,1.6914675689052612
1095,CSTA,CSTA,ENSG00000121552,1.0,3.9052665614484345,1.69035092286207
1096,DLX3,DLX3,ENSG00000064195,0.9416666666666667,2.0976806249930466,1.6903236049120116
1097,DPT,DPT,ENSG00000143196,1.0,3.347332136719822,1.6898583468219652
1098,GOLGA8A,GOLGA8A,ENSG00000175265,1.0,3.1298215277880583,1.6896176874901558
1099,GPRC5C,GPRC5C,ENSG00000170412,1.0,4.965439012687522,1.6886775250657637
1100,FADS2,FADS2,ENSG00000134824,1.0,4.404396034609091,1.688363039891743
1101,LTB,LTB,ENSG00000227507,1.0,4.796765276983316,1.686237905640454
1102,CYP2C18,CYP2C18,ENSG00000108242,0.8805555555555555,1.7149199111320748,1.6859264828276925
1103,CENPA,CENPA,ENSG00000115163,1.0,2.972358372154229,1.6841139513928707
1104,CCNE1,CCNE1,ENSG00000105173,1.0,3.076973170646738,1.6840786174880782
1105,CEP55,CEP55,ENSG00000138180,1.0,4.046149553041079,1.6820367218590522
1106,ASS1,ASS1,ENSG00000130707,1.0,6.883180296126394,1.6818990928121336
1107,SLC51B,SLC51B,ENSG00000186198,0.9972222222222222,2.220526428033796,1.6804328706091922
1108,CCDC170,CCDC170,ENSG00000120262,0.9972222222222222,2.1245570934124878,1.6789138402235786
1109,WNT7B,WNT7B,ENSG00000188064,1.0,4.2408733087547725,1.6780167864220157
1110,AQP9,AQP9,ENSG00000103569,0.9944444444444445,3.195830134344728,1.6761625369866708
1111,CD274,CD274,ENSG00000120217,1.0,3.2321334267005466,1.675134975713277
1112,ZBTB7C,ZBTB7C,ENSG00000184828,0.9972222222222222,2.523397936891623,1.674869127009707
1113,FERMT1,FERMT1,ENSG00000101311,1.0,3.8684408467495803,1.6717804929319673
1114,LRATD1,LRATD1,ENSG00000162981,1.0,2.5945182444860673,1.6709476168572428
1115,APLN,APLN,ENSG00000171388,1.0,3.3102345292951023,1.6697825878177368
1116,PRRT1B,PRRT1B,ENSG00000283526,0.9527777777777777,2.468935025354432,1.668756863100571
1117,MX1,MX1,ENSG00000157601,1.0,4.924437082797035,1.6674120104753685
1118,SLC2A10,SLC2A10,ENSG00000197496,1.0,3.9281302971134355,1.6667512215996736
1119,GPA33,GPA33,ENSG00000143167,0.9333333333333333,1.4527723476600332,1.6664371305749224
1120,MATN2,MATN2,ENSG00000132561,1.0,3.1374128535103187,1.6648957181400088
1121,AARD,AARD,ENSG00000205002,0.9222222222222223,1.5390130248916716,1.6648062687836551
1122,ZFP36,ZFP36,ENSG00000128016,1.0,8.314018329364579,1.664794292809831
1123,FCGR3A,FCGR3A,ENSG00000203747,1.0,6.548820195265474,1.663567383632737
1124,ELFN2,ELFN2,ENSG00000166897,0.9388888888888889,2.2282240964076503,1.6625487329615958
1125,PRDM16,PRDM16,ENSG00000142611,0.9805555555555555,2.2190785590499904,1.661170959321
1126,TMEM156,TMEM156,ENSG00000121895,0.9972222222222222,2.6201965955270183,1.6611403325176581
1127,ADGRB1,ADGRB1,ENSG00000181790,0.9777777777777777,1.3955586857329705,1.6610998333096934
1128,PPARG,PPARG,ENSG00000132170,1.0,3.418668385236386,1.6600817360040183
1129,EHF,EHF,ENSG00000135373,1.0,6.0489890958459505,1.6599666862822335
1130,DUSP6,DUSP6,ENSG00000139318,1.0,6.869305320551347,1.6593977447181687
1131,SCNN1A,SCNN1A,ENSG00000111319,1.0,7.176071825132803,1.6593461744211244
1132,DAW1,DAW1,ENSG00000123977,0.9361111111111111,1.6645249554048485,1.658997491758107
1133,IGLL5,IGLL5,ENSG00000254709,0.9916666666666667,2.4245125916587478,1.6579689983688561
1134,LRP2,LRP2,ENSG00000081479,0.8722222222222222,1.9931656449385213,1.657893234619999
1135,FNDC10,FNDC10,ENSG00000228594,1.0,4.055901825092774,1.6573517492289007
1136,DYNLRB2,DYNLRB2,ENSG00000168589,0.9388888888888889,1.536513818612647,1.657249073442075
1137,EDIL3,EDIL3,ENSG00000164176,1.0,4.3435679632254995,1.656461851149696
1138,TREM2,TREM2,ENSG00000095970,1.0,5.737197511665021,1.6560466041612933
1139,PTPRU,PTPRU,ENSG00000060656,1.0,5.05430015237486,1.6550598265310323
1140,IGFL2,IGFL2,ENSG00000204866,0.9277777777777778,1.6662784723514392,1.6535181581322351
1141,HOXD1,HOXD1,ENSG00000128645,0.8861111111111111,1.5892914875556698,1.6529808219683702
1142,KIF18B,KIF18B,ENSG00000186185,1.0,2.7907831115006303,1.6523823645157691
1143,ZNF114,ZNF114,ENSG00000178150,0.9361111111111111,1.47877141752687,1.6518107139730522
1144,CCN2,CCN2,ENSG00000118523,1.0,7.733141643498192,1.6513456420151997
1145,RRM2,RRM2,ENSG00000171848,1.0,3.8150695613998455,1.649262824944334
1146,C6ORF141,C6orf141,ENSG00000197261,0.9805555555555555,2.220233940491675,1.649058014874052
1147,PDPN,PDPN,ENSG00000162493,1.0,4.355883364915176,1.6484852745334264
1148,MACC1,MACC1,ENSG00000183742,1.0,4.150240319371657,1.6476695831818264
1149,CNTN1,CNTN1,ENSG00000018236,0.95,1.7184662292553192,1.6476284242150658
1150,WDR86,WDR86,ENSG00000187260,1.0,2.2001413288127294,1.6460988701534858
1151,PDE3A,PDE3A,ENSG00000172572,1.0,1.9977685544838077,1.6450414591224127
1152,RFLNA,RFLNA,ENSG00000178882,0.9888888888888889,1.9755445399051412,1.644188411861079
1153,LYVE1,LYVE1,ENSG00000133800,1.0,2.6455731829246694,1.6429759856477884
1154,STEAP2,STEAP2,ENSG00000157214,1.0,3.3665826988024024,1.6425205818099469
1155,CDCA5,CDCA5,ENSG00000146670,1.0,3.8194838811557066,1.6423106447800895
1156,VNN1,VNN1,ENSG00000112299,1.0,2.0123496823083715,1.6422739101348311
1157,GPNMB,GPNMB,ENSG00000136235,1.0,6.8905033073778315,1.6417779939669177
1158,VIPR1,VIPR1,ENSG00000114812,0.9916666666666667,2.6087328583691702,1.6414991569757664
1159,CFAP43,CFAP43,ENSG00000197748,0.9805555555555555,1.524705183286076,1.6413378207850338
1160,FHL2,FHL2,ENSG00000115641,1.0,4.510878823778411,1.6400336276542284
1161,PRSS12,PRSS12,ENSG00000164099,0.95,1.8313133577517882,1.6398531198443778
1162,STMN3,STMN3,ENSG00000197457,1.0,4.684202249569914,1.6398013960764637
1163,HBEGF,HBEGF,ENSG00000113070,1.0,4.561385940604044,1.6397524907465633
1164,RAC3,RAC3,ENSG00000169750,1.0,4.543193048374395,1.6390657149006587
1165,CDKN3,CDKN3,ENSG00000100526,1.0,3.5538697813286526,1.6373710122607767
1166,MAL,MAL,ENSG00000172005,1.0,3.2178495521401866,1.6363837589088046
1167,NUF2,NUF2,ENSG00000143228,1.0,3.1712832421110977,1.6361748757102934
1168,SYTL5,SYTL5,ENSG00000147041,0.9638888888888889,1.7403577345982588,1.635718439419758
1169,GALNT3,GALNT3,ENSG00000115339,1.0,5.22847817916078,1.635169269809131
1170,A2M,A2M,ENSG00000175899,1.0,8.69062060822468,1.6349354618858007
1171,CD74,CD74,ENSG00000019582,1.0,11.022202994862367,1.6347664383245193
1172,ASRGL1,ASRGL1,ENSG00000162174,1.0,2.8502843592519795,1.6347533969347525
1173,CTSW,CTSW,ENSG00000172543,1.0,4.0913973675007105,1.6340873497548605
1174,GEM,GEM,ENSG00000164949,1.0,5.45935085476342,1.6340611693515188
1175,CDC6,CDC6,ENSG00000094804,1.0,3.361852444438531,1.6334498074307515
1176,KIAA0319,KIAA0319,ENSG00000137261,0.9555555555555556,1.484134498602902,1.633418337531079
1177,SLC17A9,SLC17A9,ENSG00000101194,1.0,3.4762379269578187,1.633294344625388
1178,SEMA3E,SEMA3E,ENSG00000170381,0.925,2.077251307317626,1.6325491691607428
1179,CCDC78,CCDC78,ENSG00000162004,0.9972222222222222,2.159570552527431,1.632337038763858
1180,PTGIS,PTGIS,ENSG00000124212,1.0,3.65062579364492,1.6315320417930772
1181,AIF1L,AIF1L,ENSG00000126878,1.0,3.81148897309571,1.631422808062595
1182,TACSTD2,TACSTD2,ENSG00000184292,1.0,8.882085926802564,1.6312263054380796
1183,DCBLD2,DCBLD2,ENSG00000057019,1.0,4.633139507947187,1.6307224359075931
1184,FPR1,FPR1,ENSG00000171051,1.0,3.822532726812957,1.6293200955238556
1185,CD52,CD52,ENSG00000169442,1.0,6.438518460257432,1.6287219523804406
1186,RASAL1,RASAL1,ENSG00000111344,0.9972222222222222,2.537644154365489,1.6284470357389718
1187,ABI3BP,ABI3BP,ENSG00000154175,1.0,2.9290120297932427,1.6282486371217673
1188,MAOB,MAOB,ENSG00000069535,1.0,4.164017159070928,1.6271077446635165
1189,MMP17,MMP17,ENSG00000198598,0.9944444444444445,2.4400881567280717,1.6269015366254596
1190,TENT5B,TENT5B,ENSG00000158246,1.0,2.8860676092097513,1.6262104010481981
1191,TROAP,TROAP,ENSG00000135451,1.0,2.941939247824497,1.6259839464300587
1192,EVPL,EVPL,ENSG00000167880,1.0,5.452821081341677,1.6258481327297893
1193,CKM,CKM,ENSG00000104879,0.9472222222222222,1.391288122115883,1.6257403425529975
1194,IL1RN,IL1RN,ENSG00000136689,1.0,3.9262554851443094,1.6251660822372567
1195,NCMAP,NCMAP,ENSG00000184454,0.9972222222222222,3.2403863573644482,1.6246281547545114
1196,RNF183,RNF183,ENSG00000165188,0.85,1.4492871809475794,1.6240088949251603
1197,GAS2L2,GAS2L2,ENSG00000270765,0.8722222222222222,1.563056931834778,1.6227733381678773
1198,MMP24,MMP24,ENSG00000125966,0.9972222222222222,3.2943055193656714,1.6225572963456383
1199,SPINK2,SPINK2,ENSG00000128040,0.9694444444444444,1.771205198915282,1.6223512000064448
1200,EFS,EFS,ENSG00000100842,1.0,3.4537931633957797,1.6223307055950544
1201,SPON1,SPON1,ENSG00000262655,1.0,4.46077172578063,1.621781064920467
1202,SCN7A,SCN7A,ENSG00000136546,0.9888888888888889,2.370580371189469,1.621454498731838
1203,FUT2,FUT2,ENSG00000176920,1.0,4.060456641098773,1.6211305158176148
1204,CCL2,CCL2,ENSG00000108691,1.0,5.759176620783394,1.621102327758331
1205,TNFAIP2,TNFAIP2,ENSG00000185215,1.0,5.997985158208459,1.6205270194964911
1206,CFAP221,CFAP221,ENSG00000163075,0.9805555555555555,2.2891022950629334,1.620145605836619
1207,C2CD4B,C2CD4B,ENSG00000205502,1.0,2.491639717277229,1.6199068533110843
1208,RNF39,RNF39,ENSG00000204618,1.0,3.351922408720076,1.6192756149186296
1209,EVA1A,EVA1A,ENSG00000115363,1.0,4.625778956120901,1.6188577136843347
1210,CENPF,CENPF,ENSG00000117724,1.0,3.443382602590981,1.618304317424018
1211,BCL2L15,BCL2L15,ENSG00000188761,0.9833333333333333,2.367269428621896,1.6180014099718572
1212,GRIN2D,GRIN2D,ENSG00000105464,0.9972222222222222,1.8031504857022578,1.6167376193262668
1213,GBP5,GBP5,ENSG00000154451,1.0,3.214512974688809,1.616121684432912
1214,FOXO6,FOXO6,ENSG00000204060,0.9861111111111112,2.440755297728442,1.6159411865082558
1215,TMEM45B,TMEM45B,ENSG00000151715,1.0,5.593606974980513,1.6156713496342678
1216,CD164L2,CD164L2,ENSG00000174950,0.9833333333333333,2.481587395547625,1.6131875592172096
1217,GLTPD2,GLTPD2,ENSG00000182327,0.9916666666666667,1.8720125599248898,1.6120460708202744
1218,KDR,KDR,ENSG00000128052,1.0,4.7096204970198094,1.6115216018015266
1219,KLHDC7A,KLHDC7A,ENSG00000179023,0.975,2.6661216432875814,1.6106510278088886
1220,VWA2,VWA2,ENSG00000165816,0.9944444444444445,4.115273812244535,1.610117857827994
1221,BTNL9,BTNL9,ENSG00000165810,0.9861111111111112,1.9354407491511916,1.6095038541528721
1222,STAC,STAC,ENSG00000144681,0.9916666666666667,2.353573997303277,1.60888218684737
1223,TMC5,TMC5,ENSG00000103534,0.9972222222222222,5.5569900763725935,1.6052791215624385
1224,CHST6,CHST6,ENSG00000183196,0.9833333333333333,2.0679556602632467,1.604837532854795
1225,KIFC1,KIFC1,ENSG00000237649,1.0,4.32907419230831,1.6047086038653817
1226,C4B,C4B,ENSG00000224389,1.0,2.9821590009002503,1.6041883634789316
1227,GPC6,GPC6,ENSG00000183098,1.0,2.6815967020870803,1.6035018199605362
1228,CDH26,CDH26,ENSG00000124215,0.9972222222222222,2.0785076069809496,1.603214591643047
1229,ARNT2,ARNT2,ENSG00000172379,1.0,2.819138135636861,1.6014900219414012
1230,SAXO2,SAXO2,ENSG00000188659,0.9861111111111112,1.543931055477565,1.6008661346709996
1231,NTM,NTM,ENSG00000182667,1.0,2.801632982641567,1.5995240358958671
1232,TK1,TK1,ENSG00000167900,1.0,6.288280040022073,1.5989640413731232
1233,NRIP3,NRIP3,ENSG00000175352,1.0,2.3659551853984215,1.5973535158025243
1234,MT-ND2,MT-ND2,ENSG00000198763,1.0,12.88670273068159,1.5971367866214148
1235,RTN4RL1,RTN4RL1,ENSG00000185924,0.9694444444444444,1.9552917153519398,1.5963098077222515
1236,CD55,CD55,ENSG00000196352,1.0,7.508463642233185,1.5960885819036563
1237,BACE2,BACE2,ENSG00000182240,1.0,4.702005196931023,1.5956844293611785
1238,CLDN5,CLDN5,ENSG00000184113,1.0,4.278304835283137,1.595161906485449
1239,BAAT,BAAT,ENSG00000136881,0.8777777777777778,1.355894099782842,1.594933581681424
1240,COL4A4,COL4A4,ENSG00000081052,1.0,3.147204362575731,1.5940560583288779
1241,CAMK1D,CAMK1D,ENSG00000183049,1.0,4.178056998361398,1.5921954201213442
1242,DDIT4,DDIT4,ENSG00000168209,1.0,6.045891591225365,1.5914681376289233
1243,APBA2,APBA2,ENSG00000034053,1.0,2.698341803005359,1.5906744612778205
1244,ELOVL6,ELOVL6,ENSG00000170522,1.0,2.7304508461073245,1.5903376168104086
1245,RASSF10,RASSF10,ENSG00000189431,0.9861111111111112,2.501732270326882,1.5895607035380581
1246,C7ORF57,C7orf57,ENSG00000164746,0.975,1.8566366651450066,1.589227516085984
1247,ANXA3,ANXA3,ENSG00000138772,1.0,4.927062806782289,1.5889940208601483
1248,UGDH,UGDH,ENSG00000109814,1.0,6.455289207830002,1.5887458647547923
1249,SSTR1,SSTR1,ENSG00000139874,0.9444444444444444,1.6494641543114634,1.588054259562772
1250,OSCAR,OSCAR,ENSG00000170909,1.0,3.9460678737410446,1.5865702148634515
1251,SLC47A1,SLC47A1,ENSG00000142494,0.9972222222222222,2.5208412385089254,1.5862307599038712
1252,SIGLEC1,SIGLEC1,ENSG00000088827,1.0,3.4947316837222617,1.586114913156901
1253,ACSL5,ACSL5,ENSG00000197142,1.0,6.410480894452983,1.5860704054772559
1254,BCAM,BCAM,ENSG00000187244,1.0,7.373266451684254,1.5841689224083726
1255,TNNI2,TNNI2,ENSG00000130598,1.0,2.3782629505820876,1.5813965960573264
1256,RHBDL1,RHBDL1,ENSG00000103269,0.9944444444444445,2.8887332037853874,1.5798977756832784
1257,KISS1R,KISS1R,ENSG00000116014,0.8972222222222223,1.5180799518438417,1.5798892594838376
1258,SMOC2,SMOC2,ENSG00000112562,1.0,4.036372055876086,1.5796363241494487
1259,CD8A,CD8A,ENSG00000153563,1.0,3.902157018156668,1.5787453949181713
1260,GRAMD2A,GRAMD2A,ENSG00000175318,1.0,3.563674553392969,1.578117629723937
1261,SELL,SELL,ENSG00000188404,1.0,4.2419397308847975,1.577820443672379
1262,LGALS2,LGALS2,ENSG00000100079,1.0,3.3435772053000585,1.5774225325843503
1263,ERRFI1,ERRFI1,ENSG00000116285,1.0,7.547791842557557,1.5773541374096731
1264,COCH,COCH,ENSG00000100473,0.9583333333333334,1.5038209461720076,1.5759270537229606
1265,MEDAG,MEDAG,ENSG00000102802,1.0,3.0497606063121827,1.57543945036394
