gene_name_norm,gdc_abs_log2_fc,gdc_neg_log10_p,gdc_neg_log10_fdr,sample_prevalence_score,expression_evidence_score,network_context_score,geo_component_score,de_priority_gate,degree_gene,weighted_degree_gene,pagerank,betweenness_centrality,pca_1,pca_2,cluster_id,target_score_raw,target_penalty_reason,target_penalty_factor,target_score,target_rank,evidence_level,gene_name,gene_id,count_tumor,count_normal,mean_raw_tumor,mean_raw_normal,mean_log_tumor,mean_log_normal,gdc_log2_fc,gdc_p_value,gdc_adj_p_value,gdc_expression_status,count_advanced,count_early,mean_advanced,mean_early,geo_stage_diff_advanced_vs_early,geo_p_value,geo_adj_p_value,protein_count,geo_direction_match,geo_validation_status,geo_validation_bonus,coefficient,model_importance,importance_type,model_importance_rank,encoded_by_gene,protein_target,protein_target_cluster,isolation_priority_score,gmm_rarity_score,cluster_priority_score,evidence_prior_score,protein_ml_priority_score,protein_ml_rank
TEK,3.1353286343556652,15.455039199653234,14.3992970222907,0.6666666666666666,0.6666666666666666,0.08122018759841676,1.0,1.0,1279.0,376.273,0.0001327864214911132,0.0006231991204124962,2.5784319908595235,3.6041882368709293,3,0.5878684412716516,none,1.0,0.5878684412716516,40,high,TEK,ENSG00000120156,492.0,24.0,7.656146951219511,75.05934583333332,2.757085044770018,6.037433107648027,-3.1353286343556652,3.507202163287441e-16,3.9875209491024644e-15,FDR Down-regulated,337.0,765.0,-0.1654196612147244,-0.004241050225610272,-0.16117861098911412,0.01111459633818953,0.046612809463321074,1.0,True,validated,1.0,-0.0069137571898952805,0.0069137571898952805,absolute_coefficient,243.0,TEK,TEK protein,4,0.9663721012988553,0.9864183619002431,0.75,0.4378072655183912,0.9166970611129208,31
TRIM28,0.49082441201382093,7.308153560220516,6.8158300534090746,0.6666666666666666,0.34519857258887804,0.2676878033138795,0.6,0.2,2658.0,938.011,0.000550513703222676,0.004266425917500758,9.575783675955378,-1.5933991411492103,0,0.33532676878069323,none,1.0,0.33532676878069323,3795,background,TRIM28,ENSG00000130726,492.0,24.0,216.44206808943093,153.7357625,7.625141143037831,7.2558075170994245,0.49082441201382093,4.9186558840311496e-08,1.5281639369937206e-07,Not significant,337.0,766.0,0.11209397392695665,0.006870241962273255,0.10522373196468339,0.13117396115287727,0.28116084658066254,1.0,True,geo_weak_signal,0.5,,,,,TRIM28,TRIM28 protein,3,0.9936539944250045,0.983749481050946,0.9166666666666666,0.16264846123798454,0.9156073499436052,32
BUB1B,2.4606714231134035,21.41770558704285,19.948218287444956,0.6666666666666666,0.6603740943648112,0.13750811832623802,1.0,1.0,1716.0,585.754,0.0002559769602044123,0.000703369856435143,4.637876967295375,3.1921006216223375,0,0.5966020940966962,none,1.0,0.5966020940966962,14,high,BUB1B,ENSG00000156970,492.0,24.0,9.555408739837397,0.9175166666666668,2.941755220691113,0.8613391960489989,2.4606714231134035,3.822032828028112e-22,1.1266310404437412e-20,FDR Up-regulated,318.0,699.0,0.3578289487492879,0.0011901887512108969,0.356638759998077,6.247075919385932e-08,3.8083135893179623e-06,1.0,True,validated,1.0,0.004306602630396874,0.004306602630396874,absolute_coefficient,644.0,BUB1B,BUB1B protein,4,0.9833936302710397,0.9794199632287527,0.75,0.40315065114318493,0.9140980615732827,33
RNF41,0.3443223087486817,11.808432349214312,11.026374220333144,0.6666666666666666,0.3217582360664557,0.06121600760167413,0.6,0.2,902.0,232.90099999999998,5.155045358368165e-05,0.004928723081589324,2.111577990046208,-0.10745830994505239,1,0.31264661458635123,none,1.0,0.31264661458635123,4969,background,RNF41,ENSG00000181852,492.0,24.0,26.0152906504065,33.297383333333336,4.673429479420045,5.08959167662138,-0.3443223087486817,1.554417406141069e-12,9.4107834416318e-12,Not significant,301.0,641.0,-0.0321615804197573,0.0004950911777388949,-0.0326566715974962,0.6552904360001339,0.7944107722269981,1.0,True,geo_weak_signal,0.5,,,,,RNF41,RNF41 protein,3,0.982919162564498,0.9884348496530455,0.9166666666666666,0.15744411211098924,0.911383857627156,34
DLGAP5,2.9537367091969524,22.772099642498095,21.22555182752174,0.6666666666666666,0.6666666666666666,0.07973642271160886,1.0,1.0,993.0,327.7339999999999,0.0001454167446541332,0.0009478313618441007,2.4848253699871075,4.120632942299749,3,0.5875420129965538,none,1.0,0.5875420129965538,41,high,DLGAP5,ENSG00000126787,492.0,24.0,16.36270223577236,1.2410625000000002,3.5660951331410846,1.0609212001882005,2.9537367091969524,1.6900531292584952e-23,5.949057580882565e-22,FDR Up-regulated,337.0,763.0,0.3518639204233266,0.009765272364716093,0.3420986480586105,3.279688652337891e-08,2.3628665972525256e-06,1.0,True,validated,1.0,0.003355092019722066,0.003355092019722066,absolute_coefficient,865.0,DLGAP5,DLGAP5 protein,4,0.9727774153371687,0.9807840578850602,0.75,0.4074876202626883,0.9110464886061033,35
CDH1,0.9199853786383487,6.859829964876719,6.395174920772276,0.6666666666666666,0.4138643272488025,0.2547735265582647,0.2,0.2,3760.0,1198.4520000000002,0.00037194129863445254,0.004112403321201092,9.577933423980873,-1.5882361089987227,0,0.3145846783062024,none,1.0,0.3145846783062024,4846,background,CDH1,ENSG00000039068,492.0,24.0,236.89378882113826,124.73028750000003,7.632511262124339,6.894911272323482,0.9199853786383487,1.3809248189318053e-07,4.0255486466129273e-07,Not significant,337.0,766.0,-0.1272787908368498,-0.025427243174126677,-0.10185154766272311,0.17377782559436028,0.34209811479230434,1.0,False,geo_weak_signal,0.0,,,,,CDH1,CDH1 protein,3,0.9874266057766443,0.9691002906114703,0.9166666666666666,0.16705384038931823,0.9097028079237357,36
BIRC5,3.38204092204588,18.69507249971174,17.419526690116736,0.6666666666666666,0.6666666666666666,0.1149278792897231,1.0,1.0,1915.0,583.7099999999999,0.0001664564231233333,0.0006445253260539885,4.1067009904343434,3.9368552658909786,3,0.595284133443739,none,1.0,0.595284133443739,19,high,BIRC5,ENSG00000089685,492.0,24.0,36.97252621951219,2.6422833333333333,4.649684767466615,1.67452469533857,3.38204092204588,2.018029452271647e-19,3.806039663842532e-18,FDR Up-regulated,318.0,698.0,0.306908110683819,0.010418813311719045,0.29648929737209995,2.440317010223408e-05,0.0004210780284359053,1.0,True,validated,1.0,0.003458311442381399,0.003458311442381399,absolute_coefficient,840.0,BIRC5,Survivin,4,0.9602633295771307,0.9855287349504774,0.75,0.41754964336587996,0.9094546263071313,37
PTEN,0.3851104972775269,7.9442815845077766,7.412879932607057,0.6666666666666666,0.32828434623107094,0.29595125618930646,0.2,0.2,4855.0,1478.7189999999998,0.0004036048549104735,0.0039074347892023055,11.514357697085073,-2.2495848056004344,0,0.266760109419684,none,1.0,0.266760109419684,7550,background,PTEN,ENSG00000171862,492.0,24.0,25.138511788617894,33.135845833333335,4.592473847481713,5.065811983955674,-0.3851104972775269,1.1368899188849053e-08,3.864738089177094e-08,Not significant,318.0,698.0,0.036791060250193915,8.670711705733336e-05,0.03670435313313658,0.6304698979623974,0.776055450828431,1.0,False,geo_weak_signal,0.0,,,,,PTEN,PTEN protein,3,0.9898582527726707,0.9875452227032797,0.9166666666666666,0.13293881461154794,0.9086205522917821,38
KIF23,2.040871489881612,32.47729634415547,30.393427816018647,0.6666666666666666,0.5932061050477245,0.12431833572477789,1.0,1.0,2046.0,683.3179999999999,0.00015615544759102338,0.0005900250227479527,4.45964268387071,3.957910031143777,0,0.5547429081204647,none,1.0,0.5547429081204647,160,exploratory,KIF23,ENSG00000137807,492.0,24.0,9.683688008130083,1.5963166666666666,2.9943490334803182,1.3523408092328164,2.040871489881612,3.331989743108556e-33,4.041775471838371e-31,FDR Up-regulated,337.0,766.0,0.32395056014443896,0.00914312480503873,0.31480743533940025,1.972333023209534e-06,5.639957446523139e-05,1.0,True,validated,1.0,0.0012625187504137745,0.0012625187504137745,absolute_coefficient,1539.0,KIF23,KIF23 protein,4,0.9810806002016488,0.9929422928651919,0.75,0.3614758952106458,0.9079466373236819,39
CCNA2,2.619287389846812,16.13621622555215,15.03773216587904,0.6666666666666666,0.6666666666666666,0.17430430690555954,1.0,1.0,2485.0,805.7589999999999,0.00029580457918083447,0.0007333845162268729,6.249476900686428,2.6013209131687702,0,0.608346947519223,none,1.0,0.608346947519223,5,high,CCNA2,ENSG00000145386,492.0,24.0,22.786759959349595,2.8712499999999994,4.047049738806862,1.7972160368369094,2.619287389846812,7.307751562171056e-17,9.16785707513141e-16,FDR Up-regulated,337.0,766.0,0.2967537302283421,0.013412011068438328,0.2833417191599038,1.9261567984448693e-05,0.00034749121428855,1.0,True,validated,1.0,0.002697134904102293,0.002697134904102293,absolute_coefficient,1060.0,CCNA2,Cyclin A2,4,0.974141509993476,0.98208884407805,0.75,0.3855924659107446,0.9071864685362937,40
PCSK9,1.3394836715852607,31.63886919644278,29.602317566222155,0.6422764227642277,0.46338707653054106,0.06883699283351757,0.2,0.65,1434.0,366.8760000000001,8.547265390517306e-05,0.0007310149378222627,1.8709130494162114,2.6300961558298948,3,0.34072201550111825,none,1.0,0.34072201550111825,3583,background,PCSK9,ENSG00000169174,474.0,24.0,8.781823417721515,23.75395416666667,2.1769356049182087,4.574392424633948,-1.3394836715852607,2.2968403208320252e-32,2.4985177193257274e-30,Nominal Down-regulated,,,,,,,,1.0,False,missing_geo,0.0,-0.009023052223175163,0.009023052223175163,absolute_coefficient,116.0,PCSK9,PCSK9 protein,4,0.9899768696993061,0.9965601091275725,0.75,0.3351168986266124,0.9069077483662529,41
IL7R,2.1773929656564226,9.336007799060498,8.720316531538016,0.6666666666666666,0.6150495411716943,0.11312204436654814,0.6,1.0,1618.0,548.3159999999999,0.00017272887048022014,0.0008814831665150137,3.3790641189206423,1.4774154421143597,0,0.5049489169735566,none,1.0,0.5049489169735566,382,exploratory,IL7R,ENSG00000168685,492.0,24.0,30.24325040650407,140.3242875,4.476314218787846,6.79983364374807,-2.1773929656564226,4.613092902935562e-10,1.904072446423415e-09,FDR Down-regulated,337.0,766.0,-0.07434701098568561,0.001332585500660319,-0.07567959648634592,0.28183255721207573,0.47224782470104587,1.0,True,geo_weak_signal,0.5,-0.0067410506883948266,0.0067410506883948266,absolute_coefficient,260.0,IL7R,IL7R protein,4,0.9877231480932329,0.9800723563252476,0.75,0.3606988799210732,0.9067631045065145,42
NUF2,2.8729634685613794,28.42309128052983,26.54256092658955,0.6666666666666666,0.6666666666666666,0.09606720598128989,0.2,1.0,1421.0,428.32099999999997,0.00016082011219304042,0.0010106251895662724,2.8821048709227033,3.593803723277321,3,0.4711347853158837,none,1.0,0.4711347853158837,571,background,NUF2,ENSG00000143228,492.0,24.0,13.09293719512195,0.9237708333333333,3.30973208523534,0.8808572737427417,2.8729634685613794,3.774928406933033e-29,2.8670751292476514e-27,FDR Up-regulated,,,,,,,,1.0,False,missing_geo,0.0,0.001593542724234052,0.001593542724234052,absolute_coefficient,1428.0,NUF2,NUF2 protein,4,0.9845204910740762,0.9907478797224364,0.75,0.3499615889990669,0.9062025683562984,43
ASPM,2.315328378531421,43.315245046690684,40.76960295567536,0.6666666666666666,0.637119207231694,0.10462424385280669,1.0,1.0,1319.0,412.33400000000006,0.00016477813403227302,0.003350583864118896,4.261324252698541,5.124156574346397,3,0.5758798071753333,none,1.0,0.5758798071753333,88,medium,ASPM,ENSG00000066279,492.0,23.0,6.708352439024391,0.5487391304347825,2.535090456972497,0.6113274319214846,2.315328378531421,4.838992548103853e-44,1.6997969448662305e-41,FDR Up-regulated,277.0,626.0,0.4381449822532282,0.009118329116943689,0.42902665313628446,1.2132628205231423e-10,4.202122899327367e-08,1.0,True,validated,1.0,0.0035763124476913084,0.0035763124476913084,absolute_coefficient,800.0,ASPM,ASPM protein,7,0.9970938852974319,0.9994662238301406,0.6666666666666666,0.42467534096664455,0.9059779001276566,44
LRRK2,1.9842686864272492,20.439183622536724,19.052406388602567,0.6666666666666666,0.5841496564950265,0.1595689508063849,0.2,1.0,3046.0,961.213,0.00015625131782274172,0.0009134724749772521,5.613551022330157,1.6122774341912531,0,0.4372453032778534,none,1.0,0.4372453032778534,967,background,LRRK2,ENSG00000188906,492.0,24.0,26.148808943089435,106.41753333333334,3.6362687174054704,6.605171680265357,-1.9842686864272492,3.637612030018495e-21,8.86326249106096e-20,FDR Down-regulated,,,,,,,,1.0,False,missing_geo,0.0,0.0048525134302526305,0.0048525134302526305,absolute_coefficient,526.0,LRRK2,LRRK2 protein,4,0.9937133028883222,0.9887907004329518,0.75,0.32802504134126864,0.904625536384939,45
CALM3,0.08063423398277994,2.4076438753837737,2.2063531158445304,0.6666666666666666,0.22691426636024692,0.3287299855405398,0.2,0.2,4186.0,1312.6429999999993,0.0006101302152159617,0.004417881470528764,12.214743122826246,-3.3202085676475215,4,0.20940772718606027,none,1.0,0.20940772718606027,10735,background,CALM3,ENSG00000160014,492.0,24.0,109.36034227642274,115.70416666666667,6.670459438048785,6.846268362731685,-0.08063423398277994,0.00391161519592688,0.006217945113464987,Not significant,335.0,720.0,0.011121263978273066,-0.0032750232701396777,0.014396287248412744,0.8326224758790884,0.9073637120028057,1.0,False,geo_weak_signal,0.0,,,,,CALM3,CALM3 protein,3,0.9976276614672914,0.9926457505486033,0.9166666666666666,0.0896417797901445,0.9038290661789845,46
ZWINT,2.5134466822262387,17.680472718819765,16.470204937986026,0.6666666666666666,0.6666666666666666,0.07141067560894397,1.0,1.0,684.0,250.192,0.00014558153090672753,0.0012167785107673643,1.9669645987618662,3.250234830390672,3,0.5857103486339676,none,1.0,0.5857103486339676,50,high,ZWINT,ENSG00000122952,492.0,24.0,46.47370264227642,7.3143875,5.171733322003145,2.9428465003130992,2.5134466822262387,2.0870232208330297e-18,3.386842976560704e-17,FDR Up-regulated,318.0,699.0,0.3136964675531255,0.00505572089285707,0.3086407466602685,2.6244541525818915e-06,6.999595870888482e-05,1.0,True,validated,1.0,0.0024329180365757273,0.0024329180365757273,absolute_coefficient,1150.0,ZWINT,ZWINT protein,4,0.9715912460708143,0.9804875155684716,0.75,0.3732027041084471,0.9029392752308075,47
ECT2,2.06243493486754,30.43302367255787,28.444186447295746,0.6666666666666666,0.596656256245473,0.08951572178300216,1.0,1.0,1652.0,522.3969999999999,8.526942397772684e-05,0.0011610934182590233,3.231310353626892,3.9327177503987585,3,0.5490874207479681,none,1.0,0.5490874207479681,174,exploratory,ECT2,ENSG00000114346,492.0,24.0,33.05096178861789,7.152195833333334,4.701764828479677,2.9987768142793354,2.06243493486754,3.689574868582403e-31,3.5959492404143295e-29,FDR Up-regulated,277.0,626.0,0.3924238777295804,-0.0018713990890383036,0.3942952768186187,2.1626365819272788e-08,1.6662814497557749e-06,1.0,True,validated,1.0,,,,,ECT2,ECT2 protein,4,0.9835122471976752,0.9858845857303837,0.75,0.3423846184987491,0.9026967351357186,48
EZH2,2.18743570419222,20.298345466171888,18.919034796923082,0.6666666666666666,0.6166563793374218,0.21937453283537509,1.0,1.0,3611.0,1123.323,0.00031122747842839946,0.0013506596906278435,8.538438920705865,2.2391409352986344,0,0.5892564305728204,none,1.0,0.5892564305728204,31,high,EZH2,ENSG00000106462,492.0,24.0,16.279834959349593,2.7936375000000004,3.787243317593266,1.859128330477861,2.18743570419222,5.031002508030171e-21,1.2049393932939873e-19,FDR Up-regulated,337.0,765.0,0.414817580430926,0.013488220601811323,0.40132935982911466,7.03418932808142e-10,1.4452653813900623e-07,1.0,True,validated,1.0,,,,,EZH2,EZH2 protein,4,0.982504003321274,0.9845204910740762,0.75,0.3431367768066167,0.9020443312954453,49
MMP9,1.9017173849921076,5.561735563021005,5.171556033719819,0.6666666666666666,0.5709414482654038,0.20090871349753517,1.0,1.0,3330.0,1038.6950000000002,0.00028569526965237804,0.0008992550045495906,7.438918056214813,0.7239129099281039,0,0.5586792902967253,none,1.0,0.5586792902967253,151,exploratory,MMP9,ENSG00000100985,492.0,24.0,87.26938455284551,22.62305833333333,5.6656925343762214,3.696788387451288,1.9017173849921076,2.7432439936291334e-06,6.736649719863212e-06,FDR Up-regulated,337.0,766.0,0.2726136378094814,-0.005665115457679833,0.2782787532671612,7.981176342783234e-06,0.0001729514678187109,1.0,True,validated,1.0,0.001892626134119576,0.001892626134119576,absolute_coefficient,1318.0,MMP9,MMP9 protein,4,0.9931795267184628,0.9909851135757073,0.75,0.31416052908945974,0.9020021990135408,50
FYN,0.6841259955107769,6.8860628810538165,6.4199788642936175,0.6666666666666666,0.376126825948391,0.1937635417649004,0.6,0.2,2535.0,782.6000000000003,0.000330083422940381,0.004127805580831059,7.152459197243276,-1.0051403959343956,0,0.3500124882210557,none,1.0,0.3500124882210557,3258,background,FYN,ENSG00000010810,492.0,24.0,20.306651422764233,33.234,4.182017519485342,5.006000851871631,-0.6841259955107769,1.2999813414375873e-07,3.802078993578345e-07,Not significant,337.0,765.0,-0.11023677603095682,-0.00238410258677855,-0.10785267344417826,0.13186757336606952,0.28228260206377415,1.0,True,geo_weak_signal,0.5,,,,,FYN,FYN protein,3,0.9676175790285274,0.9561117371448906,0.9166666666666666,0.17387576320077705,0.8991818543069525,51
KRT5,1.2837729911660634,2.116454675750914,1.9344245646277287,0.6368563685636857,0.3759359797885129,0.09432808761454968,0.2,0.65,1538.0,414.78599999999994,0.00011130160041109986,0.003989185244161359,3.083696122722435,-0.7083226451407033,0,0.29337460323440234,none,1.0,0.29337460323440234,6071,background,KRT5,ENSG00000186081,470.0,24.0,51.50564404255318,20.565116666666665,2.1387185342634725,3.196682748370471,1.2837729911660634,0.007647955005812134,0.011629885403408945,Nominal Up-regulated,337.0,766.0,-0.04493053469154707,-0.000185770265999379,-0.044744764425547694,0.4937668487085719,0.6730151334670277,1.0,False,geo_weak_signal,0.0,0.003208920413665422,0.003208920413665422,absolute_coefficient,912.0,KRT5,KRT5 protein,3,0.9411660043888262,0.9765731569895024,0.9166666666666666,0.19547770279497614,0.8989446485078147,52
DNMT1,0.5391109554126721,3.9403215685269943,3.6461656074376068,0.6666666666666666,0.3529244195326942,0.18111572196736186,0.6,0.2,3299.0,922.5520000000001,0.0002051099849165874,0.004401491886563543,7.248813876606077,-1.3981663842730516,0,0.3359985884288599,none,1.0,0.3359985884288599,3760,background,DNMT1,ENSG00000130816,492.0,24.0,21.033839024390247,14.163575000000002,4.272303804953397,3.872753187254084,0.5391109554126721,0.00011473037985560229,0.00022585743546355052,Not significant,337.0,766.0,0.17474851925312943,0.010635567328016645,0.16411295192511277,0.017716572864769464,0.06556550231308113,1.0,True,geo_weak_signal,0.5,,,,,DNMT1,DNMT1 protein,3,0.9662534843722199,0.9677361959551628,0.9166666666666666,0.1580056630297179,0.8985346436687933,53
PYGM,0.7291022990712414,7.816572517941351,7.293582143182979,0.6585365853658537,0.37864836336540597,0.08964741945776253,1.0,0.2,1213.0,350.2589999999999,0.00012881714942932068,0.0037119445708219596,3.1655088622882603,0.2534735516059353,0,0.4064873664763696,none,1.0,0.4064873664763696,1521,background,PYGM,ENSG00000068976,486.0,24.0,0.9485113168724278,2.2298666666666667,0.815079546088123,1.6136933659111428,-0.7291022990712414,1.5255536385284188e-08,5.086486039000923e-08,Not significant,337.0,766.0,-0.18872671763520432,-0.003923864898471862,-0.18480285273673247,0.011422160661152442,0.04756846682739639,1.0,True,validated,1.0,,,,,PYGM,PYGM protein,3,0.935591008836961,0.9795385801553882,0.9166666666666666,0.1997874845561603,0.8984468814650345,54
PSMC5,0.44587863681320516,13.376206710093546,12.477499043140952,0.6666666666666666,0.33800724855677944,0.12079457016497003,0.6,0.2,1987.0,595.115,0.00013315841778176006,0.00376052092811647,4.422100711090661,-0.11897664820742308,0,0.32469249858352406,none,1.0,0.32469249858352406,4299,background,PSMC5,ENSG00000087191,492.0,24.0,78.04221565040649,57.02782083333333,6.211290348781179,5.8521918753176605,0.44587863681320516,4.205264237985284e-14,3.330434960858143e-13,Not significant,337.0,766.0,0.15818462378928544,0.013657568209465986,0.14452705557981946,0.038710002797530146,0.11705845762839928,1.0,True,geo_weak_signal,0.5,,,,,PSMC5,PSMC5 protein,3,0.963525295059605,0.9624577427198862,0.9166666666666666,0.16845668141557987,0.8981525317784698,55
TGFB1,0.4815349442834533,9.658075233023608,9.019575673011419,0.6666666666666666,0.3437122577520192,0.24794405267153938,0.6,0.2,3536.0,1131.268,0.00035791135419308294,0.005298377312708523,9.732111320011397,-1.3662834402239883,0,0.33359598114705213,none,1.0,0.33359598114705213,3865,background,TGFB1,ENSG00000105329,492.0,24.0,81.2969530487805,113.90534166666664,6.121409727948661,6.803084571743054,-0.4815349442834533,2.197479169530595e-10,9.55926116549416e-10,Not significant,320.0,708.0,-0.03602616568823578,-0.0028089277600339417,-0.03321723792820184,0.651272774160983,0.791589789938379,1.0,True,geo_weak_signal,0.5,,,,,TGFB1,TGFB1 protein,3,0.9659569420556313,0.9606784888203547,0.9166666666666666,0.16613783448680403,0.8981309962316739,56
RACK1,0.3396906281923633,3.1778424394502442,2.9292309526699625,0.6666666666666666,0.3210171671774448,0.2148652143434526,0.2,0.2,2939.0,1013.8389999999998,0.0002905550688187555,0.004775885274491963,7.767649542319951,-2.278126145003025,0,0.2589773597273632,none,1.0,0.2589773597273632,8086,background,RACK1,ENSG00000204628,492.0,24.0,592.529450203252,468.0133500000001,9.070035896639231,8.8517307838056,0.3396906281923633,0.000663983917799941,0.0011769799030724145,Not significant,,,,,,,,1.0,False,missing_geo,0.0,,,,,RACK1,RACK1 protein,3,0.978945495522211,0.9767510823794555,0.9166666666666666,0.11925520300310666,0.8979292927773727,57
CDC25C,2.0563149986791496,30.388209754195806,28.401875674087492,0.6470588235294118,0.5781571527360562,0.09313291506127067,1.0,1.0,1215.0,392.561,0.00016473448755848036,0.0011243649529875644,3.103765697588971,3.9004274942185972,3,0.5381733310768627,none,1.0,0.5381733310768627,205,exploratory,CDC25C,ENSG00000158402,492.0,22.0,4.675603861788617,0.3645818181818182,2.1674969553764734,0.42365843374549483,2.0563149986791496,4.090630440173946e-31,3.9639149340099377e-29,FDR Up-regulated,337.0,766.0,0.408396608279106,0.002283069343420412,0.4061135389356856,6.725718552806832e-11,2.8700710516689152e-08,1.0,True,validated,1.0,,,,,CDC25C,CDC25C protein,4,0.9702864598778246,0.9846984164640294,0.75,0.33771573378681163,0.8958385927425049,58
SMAD6,2.565240366509467,9.102408506788965,8.500219709670128,0.6666666666666666,0.6666666666666666,0.05254820192989912,1.0,1.0,954.0,258.42900000000003,7.060595521422385e-05,0.0008814831665150137,1.3783350894487185,2.6130355747874137,3,0.5815606044245777,none,1.0,0.5815606044245777,64,medium,SMAD6,ENSG00000137834,492.0,24.0,4.9701158536585375,34.33434583333334,2.3581638588443017,4.72982627551853,-2.565240366509467,7.899352482442959e-10,3.160678267832718e-09,FDR Down-regulated,336.0,748.0,-0.28988504927439773,-0.003945360666160835,-0.2859396886082369,2.9451008312762133e-05,0.0004913668229023998,1.0,True,validated,1.0,,,,,SMAD6,SMAD6 protein,4,0.9708795445110017,0.9882569242630923,0.75,0.330836479518554,0.8956158677103311,59
PBK,2.779173207357267,18.860811570194276,17.57494248550893,0.6666666666666666,0.6666666666666666,0.0832964047241861,1.0,1.0,1474.0,398.6090000000001,0.00012063155090606262,0.0012001914619350926,2.9309737729841925,3.5115151776390015,3,0.5883252090393208,none,1.0,0.5883252090393208,36,high,PBK,ENSG00000168078,492.0,24.0,15.49835162601626,1.4034000000000002,3.428057964725359,1.1563456504222984,2.779173207357267,1.377807136210886e-19,2.6610774482991697e-18,FDR Up-regulated,277.0,626.0,0.33687711643922524,0.007878518163653526,0.3289985982755717,1.920658458957849e-06,5.520649119724698e-05,1.0,True,validated,1.0,0.0033743389568726403,0.0033743389568726403,absolute_coefficient,857.0,PBK,PBK protein,4,0.9454955222110195,0.9743787438467469,0.75,0.3950562638991248,0.895125745248471,60
POLE2,1.8540881892147285,26.870462791105698,25.06518338958461,0.6666666666666666,0.5633207769410232,0.06875481505096152,1.0,1.0,865.0,300.47900000000004,0.00011093120282494315,0.0011575390506521081,2.022594303845572,3.525073459080353,3,0.5251854432703383,none,1.0,0.5251854432703383,245,exploratory,POLE2,ENSG00000100479,492.0,24.0,7.411906504065041,1.3267958333333334,2.7701169556152565,1.1899167646842388,1.8540881892147285,1.3475261719207263e-27,8.606302569983094e-26,FDR Up-regulated,318.0,698.0,0.2844838412909083,0.004828539227481056,0.27965530206342726,3.182815980486731e-05,0.0005193138721102982,1.0,True,validated,1.0,,,,,POLE2,POLE2 protein,4,0.9796571970820236,0.9825633117845917,0.75,0.31930076610339964,0.8950565473235254,61
VWF,2.2888072563676394,17.133844048261732,15.964626823780643,0.6666666666666666,0.6328758276854889,0.14799486012562424,1.0,1.0,2556.0,756.709,0.0002075382147443074,0.0010911908553230209,5.544751629764604,2.493577075465869,0,0.5829601826185542,none,1.0,0.5829601826185542,59,medium,VWF,ENSG00000110799,492.0,24.0,66.37078455284554,328.2086541666667,5.59920093433957,8.217847875389717,-2.2888072563676394,7.34777673682006e-18,1.084858700170955e-16,FDR Down-regulated,317.0,738.0,-0.26772319940829575,-8.620167886813077e-05,-0.2676369977294276,0.0002524665459001072,0.00255809710206547,1.0,True,validated,1.0,-0.0009521328935585062,0.0009521328935585062,absolute_coefficient,1655.0,VWF,VWF protein,4,0.9715319376074966,0.9717098629974498,0.75,0.3480085594395499,0.8948125495079547,62
RRM2,2.7581671652312565,17.020775895532694,15.860247890374028,0.6666666666666666,0.6666666666666666,0.11222429571060377,1.0,1.0,1682.0,516.147,0.0001869532939221954,0.0007630042462845011,3.825282826988592,3.192115526850717,0,0.5946893450563328,none,1.0,0.5946893450563328,21,high,RRM2,ENSG00000171848,492.0,24.0,20.91605243902439,2.23945,3.945367370094177,1.5355288822555657,2.7581671652312565,9.53287952399828e-18,1.3795965817123143e-16,FDR Up-regulated,337.0,766.0,0.4087417657854649,0.009944612719186985,0.3987971530662779,4.866861078740068e-10,1.0587808562474716e-07,1.0,True,validated,1.0,0.0030757244869829476,0.0030757244869829476,absolute_coefficient,946.0,RRM2,RRM2 protein,4,0.9449024375778423,0.9738449676768874,0.75,0.39024946052090753,0.893667978810498,63
SETDB1,0.5319733951718897,6.43952899637564,5.999397090130285,0.6666666666666666,0.351782409894169,0.12362021086695928,0.2,0.2,2184.0,577.869,0.00013352191062969006,0.004948864498028511,4.641568633951379,-1.2918018614169657,0,0.27280642035009756,none,1.0,0.27280642035009756,7171,background,SETDB1,ENSG00000143379,492.0,24.0,15.962443089430893,10.731362500000001,3.948938470731704,3.5242947034364023,0.5319733951718897,3.6347203593578377e-07,1.0013892153453023e-06,Not significant,337.0,766.0,-0.10024204443123202,-0.004007608245714147,-0.09623443618551787,0.17003024992031676,0.33663198123945653,1.0,False,geo_weak_signal,0.0,,,,,SETDB1,SETDB1 protein,3,0.9572385979479272,0.976869699306091,0.9166666666666666,0.1371514766410849,0.892890400301926,64
RANBP2,0.13685097847325106,1.4022436477968816,1.2683615160907138,0.6666666666666666,0.14654003635988744,0.18530794167936204,0.6,0.2,3354.0,901.0050000000002,0.00022952596656697992,0.004596982104943888,7.427405384644933,-2.0813928689733188,0,0.21648010385595995,none,1.0,0.21648010385595995,10501,background,RANBP2,ENSG00000153201,492.0,24.0,31.27416280487805,34.485525,4.874816487952724,5.084462422276039,-0.13685097847325106,0.03960557767890928,0.05390617091088871,Not significant,337.0,766.0,-0.13232637794400934,-0.007612078857465888,-0.12471429908654345,0.055073459208047716,0.1514001888874436,1.0,True,geo_weak_signal,0.5,,,,,RANBP2,RANBP2 protein,3,0.9763952315995492,0.979775814008659,0.9166666666666666,0.09236075563794265,0.8918515174959534,65
