gene_name_norm,coefficient,model_importance,importance_type,gdc_abs_log2_fc,gdc_neg_log10_p,gdc_neg_log10_fdr,sample_prevalence_score,expression_evidence_score,network_context_score,geo_component_score,de_priority_gate,degree_gene,weighted_degree_gene,pagerank,betweenness_centrality,pca_1,pca_2,cluster_id,target_score_raw,target_penalty_reason,target_penalty_factor,target_score,target_rank,evidence_level,model_importance_rank
IL6,-0.010084207416258205,0.010084207416258205,absolute_coefficient,2.5148378884275946,4.58041878607748,4.249123733352826,0.6666666666666666,0.6666666666666666,0.4404881644844421,0.0,1.0,4633.0,1602.357,0.0005554164525201789,0.026491096704074416,21.123949617882072,-3.734250975155236,4,0.5169073961865772,none,1.0,0.5169073961865772,297,exploratory,65
TREM1,-0.01002661885913387,0.01002661885913387,absolute_coefficient,0.7672947464552259,12.923036135269397,12.064067545672232,0.6666666666666666,0.3894338260995028,0.040097513844239756,0.2,0.2,857.0,234.10300000000004,4.657351963462201e-05,9.478313618441007e-06,0.07709958966939107,0.5610339043419473,2,0.29096924308019145,none,1.0,0.29096924308019145,6181,background,66
FAM83A,0.010001955449422287,0.010001955449422287,absolute_coefficient,5.383485494210576,34.12910804261325,31.943617399380553,0.6639566395663956,0.6639566395663956,0.016340281990146265,0.2,1.0,512.0,115.47399999999999,9.117064070845642e-06,0.0,-0.11508642961117752,7.113553907864116,3,0.4518875449646614,none,1.0,0.4518875449646614,780,background,67
DLX3,0.009977936922405214,0.009977936922405214,absolute_coefficient,1.577895447389334,9.268314576950537,8.6567499051711,0.6341463414634146,0.4938065266270596,0.026309598878964453,0.2,1.0,667.0,166.809,2.413208115239663e-05,0.0,-0.44151709623315677,1.0664879012931208,3,0.3539032142702375,none,1.0,0.3539032142702375,3120,background,68
SLC6A20,-0.009968285239194557,0.009968285239194557,absolute_coefficient,0.5214860943864343,4.105282506708311,3.801591368738061,0.5853658536585366,0.3074087781381917,0.020273240565165343,0.6,0.2,421.0,97.533,3.3926093296554944e-05,0.0,-0.7165938141014018,0.045496033038780845,1,0.2984574065879453,none,1.0,0.2984574065879453,5812,background,69
FADS2,-0.009887219967299075,0.009887219967299075,absolute_coefficient,0.38887927017601204,0.7678072905211444,0.6851555802207745,0.6666666666666666,0.13047022016337476,0.027147736861997247,1.0,0.2,581.0,157.46900000000005,3.20686719872433e-05,4.739156809220504e-06,-0.2240325309018841,-0.0007878245206093031,1,0.2602005614500186,none,1.0,0.2602005614500186,7991,background,70
PLEK2,0.009825266940687931,0.009825266940687931,absolute_coefficient,2.654575875148486,28.074759725508724,26.21148837700995,0.6666666666666666,0.6666666666666666,0.0935292452835742,1.0,1.0,1654.0,486.7299999999999,0.0001367312903705177,9.715271458902033e-05,3.1983200867346118,4.325473213673015,3,0.5905764339623862,none,1.0,0.5905764339623862,28,high,71
CCL19,0.009751346841923764,0.009751346841923764,absolute_coefficient,0.6175679701099267,2.274545842156915,2.081929910804024,0.6653116531165312,0.3003809540166574,0.06542656704140187,0.0,0.2,1065.0,342.0779999999999,9.580454867363607e-05,1.0663102820746134e-05,0.7030093538376808,-0.9641400909249841,2,0.21036530493530947,none,1.0,0.21036530493530947,10692,background,72
RAB11FIP1,-0.009729632936547864,0.009729632936547864,absolute_coefficient,1.5044580630882338,13.374089745853242,12.47599361781686,0.6666666666666666,0.507379956760784,0.03660511950547723,1.0,1.0,927.0,201.49599999999998,4.87010177662822e-05,0.0,0.6328637536469734,2.1798865302736363,3,0.48566683454579296,none,1.0,0.48566683454579296,497,exploratory,73
MATN3,-0.00972005295304585,0.00972005295304585,absolute_coefficient,1.130652690415754,8.681936564067069,8.104510678657574,0.6666666666666666,0.44757109713318727,0.0347384447809579,0.6,0.65,955.0,209.79099999999997,3.70349624266065e-05,0.0,0.23611464712297575,0.954298486750477,1,0.3878921672742589,none,1.0,0.3878921672742589,2061,background,74
SDS,0.0097142393826671,0.0097142393826671,absolute_coefficient,1.348367034437471,4.28908237160146,3.9742084187975215,0.6666666666666666,0.48240539217666206,0.04076691246599297,0.6,0.65,699.0,188.366,7.20584352490597e-05,0.0,0.2008586478586699,0.7190900562115986,1,0.40895812927843433,none,1.0,0.40895812927843433,1464,background,75
CDKN2B,-0.009696989240513902,0.009696989240513902,absolute_coefficient,1.2888980914081918,11.617260985728178,10.848410849833767,0.6666666666666666,0.47289036129197737,0.06020173665957886,0.6,0.65,1616.0,399.2690000000002,4.629358379278715e-05,1.4217470427661511e-05,1.5154938850058886,1.219456869937149,3,0.4062185912249999,none,1.0,0.4062185912249999,1530,background,76
INHBA,-0.009681779637767604,0.009681779637767604,absolute_coefficient,0.5899746388265708,4.18646969803995,3.8778264598704477,0.6666666666666666,0.361062608878918,0.046014921617523095,0.0,0.2,1084.0,257.79200000000003,5.8252474887516366e-05,4.5021989687594784e-05,0.1941717161571057,-0.7181745012732237,2,0.24477430303427677,none,1.0,0.24477430303427677,9116,background,77
TNNI2,-0.009652284287589864,0.009652284287589864,absolute_coefficient,1.389118325476765,12.358407565630246,11.537553182202945,0.6666666666666666,0.48892559874294905,0.03948826477068326,0.2,0.65,603.0,170.54199999999997,7.569047463766545e-05,0.0,-0.03932962377543659,1.1047191087874557,3,0.3525570024664515,none,1.0,0.3525570024664515,3169,background,78
S100B,0.00965216976416994,0.00965216976416994,absolute_coefficient,1.258422030564293,3.0227598461856884,2.783274616931789,0.6653116531165312,0.4670629432001305,0.06875504543874848,0.0,0.65,1365.0,368.96099999999996,8.526339749549912e-05,0.0006611123748862602,1.2698270814065753,-0.38863756618460893,2,0.31399406120964324,none,1.0,0.31399406120964324,4883,background,79
LAMP5,0.009627722371452327,0.009627722371452327,absolute_coefficient,1.2641448762479877,5.537867424466966,5.149959051031517,0.6666666666666666,0.46892984686634465,0.018122423376791194,0.2,0.65,606.0,130.07899999999998,9.117064070845642e-06,0.0,-0.8118795189713277,0.45661928049236783,2,0.3379041510586943,none,1.0,0.3379041510586943,3686,background,80
HRCT1,-0.009627076962712165,0.009627076962712165,absolute_coefficient,1.8013695464867265,8.13500636668421,7.592070169044806,0.6639566395663956,0.5526301607951748,0.0074070008592818145,0.2,1.0,169.0,42.26399999999999,9.117064070845642e-06,0.0,-1.3629056305297453,1.2979386952541851,3,0.3853528654285631,none,1.0,0.3853528654285631,2148,background,81
