gene_name_norm,gene_name,gene_id,count_tumor,count_normal,mean_raw_tumor,mean_raw_normal,mean_log_tumor,mean_log_normal,gdc_log2_fc,gdc_abs_log2_fc,gdc_p_value,gdc_adj_p_value,gdc_neg_log10_fdr,gdc_expression_status,count_advanced,count_early,mean_advanced,mean_early,geo_stage_diff_advanced_vs_early,geo_p_value,geo_adj_p_value,degree_gene,weighted_degree_gene,protein_count,pagerank,betweenness_centrality,target_penalty_reason,target_penalty_factor,geo_direction_match,geo_validation_status,geo_validation_bonus,pca_1,pca_2,cluster_id,gdc_neg_log10_p,sample_prevalence_score,expression_evidence_score,network_context_score,geo_component_score,de_priority_gate,target_score_raw,target_score,target_rank,evidence_level
TEK,TEK,ENSG00000120156,492.0,24.0,7.656146951219511,75.05934583333332,2.757085044770018,6.037433107648027,-3.1353286343556652,3.1353286343556652,3.507202163287441e-16,3.9875209491024644e-15,14.3992970222907,FDR Down-regulated,337.0,765.0,-0.1654196612147244,-0.004241050225610272,-0.16117861098911412,0.01111459633818953,0.046612809463321074,1279.0,376.273,1.0,0.0001327864214911132,0.0006231991204124962,none,1.0,True,validated,1.0,2.5784319908595235,3.6041882368709293,3,15.455039199653234,0.6666666666666666,0.6666666666666666,0.08122018759841676,1.0,1.0,0.5878684412716516,0.5878684412716516,40,high
DLGAP5,DLGAP5,ENSG00000126787,492.0,24.0,16.36270223577236,1.2410625000000002,3.5660951331410846,1.0609212001882005,2.9537367091969524,2.9537367091969524,1.6900531292584952e-23,5.949057580882565e-22,21.22555182752174,FDR Up-regulated,337.0,763.0,0.3518639204233266,0.009765272364716093,0.3420986480586105,3.279688652337891e-08,2.3628665972525256e-06,993.0,327.7339999999999,1.0,0.0001454167446541332,0.0009478313618441007,none,1.0,True,validated,1.0,2.4848253699871075,4.120632942299749,3,22.772099642498095,0.6666666666666666,0.6666666666666666,0.07973642271160886,1.0,1.0,0.5875420129965538,0.5875420129965538,41,high
AURKA,AURKA,ENSG00000087586,492.0,24.0,28.051809756097565,4.789054166666667,4.384535482747846,2.431359868476654,2.3272284771431684,2.3272284771431684,1.735297470260378e-18,2.8685147692215915e-17,16.542342909708704,FDR Up-regulated,317.0,698.0,0.19061385384064508,0.005193576793103642,0.18542027704754144,0.004323399799130145,0.022744485903911316,2511.0,760.9420000000002,1.0,0.00018929334563344314,0.003103752780305328,none,1.0,True,validated,1.0,6.1043835844366265,2.3811583392984454,0,17.760626066337704,0.6666666666666666,0.6390232230095736,0.15220660262946706,1.0,1.0,0.5874522552573687,0.5874522552573687,42,high
MELK,MELK,ENSG00000165304,492.0,24.0,17.827430894308943,1.3273916666666667,3.676789895414124,1.1283263385309021,3.016050228582245,3.016050228582245,2.6606376096512238e-24,1.0605439890385173e-22,21.97447131319128,FDR Up-regulated,337.0,766.0,0.3961988352892025,0.007354699451596094,0.3888441358376064,1.8967746776155092e-09,3.0948110364917756e-07,1423.0,393.5729999999999,1.0,0.00012232098337952897,1.4217470427661511e-05,none,1.0,True,validated,1.0,2.5472372381537607,4.331472741237926,3,23.575014274207152,0.6666666666666666,0.6666666666666666,0.07826811016038307,1.0,1.0,0.5872189842352842,0.5872189842352842,43,high
SPAG5,SPAG5,ENSG00000076382,492.0,24.0,17.783318495934957,2.0885458333333338,3.8010655024625137,1.5673293598731382,2.6044523248206266,2.6044523248206266,2.8317726599275995e-25,1.297459750517371e-23,22.886906105848933,FDR Up-regulated,318.0,699.0,0.3774854459202374,0.011987538860034256,0.3654979070602032,2.87261818686231e-08,2.110708528691214e-06,1631.0,426.9080000000001,1.0,9.53016208473077e-05,0.00012084849863512285,none,1.0,True,validated,1.0,2.6134587119096424,4.028972354739753,3,24.547941615566334,0.6666666666666666,0.6666666666666666,0.07610244904562805,1.0,1.0,0.5867425387900381,0.5867425387900381,44,high
CDKN3,CDKN3,ENSG00000100526,492.0,24.0,17.33007113821138,2.083279166666667,3.6654484359591697,1.52919282894441,2.571674959770372,2.571674959770372,1.1631280082789202e-20,2.6253683196239457e-19,18.58080975970214,FDR Up-regulated,337.0,766.0,0.39601041195162456,0.006420057972129581,0.389590353979495,2.525318826833771e-10,6.367820996300158e-08,1666.0,443.1769999999999,1.0,8.551253046550426e-05,1.8956627236882015e-05,none,1.0,True,validated,1.0,2.509323728778692,3.575503939749516,3,19.93437248627766,0.6666666666666666,0.6666666666666666,0.07525694065395898,1.0,1.0,0.586556526943871,0.586556526943871,45,high
CEP55,CEP55,ENSG00000138180,492.0,24.0,24.49731768292682,2.4635708333333333,4.1781118425243085,1.67544492292596,2.880013399850969,2.880013399850969,3.232322839602391e-20,6.960433639659759e-19,18.15736370271059,FDR Up-regulated,277.0,625.0,0.4093164427908615,0.004283786302898079,0.4050326564879634,1.743948274408857e-09,2.9316827431161014e-07,884.0,296.3499999999999,1.0,0.00014774827951361902,0.00012084849863512285,none,1.0,True,validated,1.0,1.9655919775894326,3.856881559627124,3,19.490485269043564,0.6666666666666666,0.6666666666666666,0.07311376463863985,1.0,1.0,0.5860850282205007,0.5860850282205007,46,high
HJURP,HJURP,ENSG00000123485,492.0,24.0,14.408741869918698,0.9924458333333334,3.4122176079038744,0.8861664428936272,2.951136661291515,2.951136661291515,7.09100195170401e-23,2.3125993018893874e-21,20.63589960979469,FDR Up-regulated,277.0,626.0,0.375659026114761,0.01127167332240718,0.3643873527923538,1.4448814025039056e-07,7.124870738124814e-06,717.0,273.52099999999996,1.0,0.00013659932845096513,0.0012546917652411283,none,1.0,True,validated,1.0,2.1113396868995076,4.087133956776129,3,22.149292395091663,0.6666666666666666,0.6666666666666666,0.07219521682115534,1.0,1.0,0.5858829477006541,0.5858829477006541,47,high
MMP1,MMP1,ENSG00000196611,492.0,24.0,163.16325223577232,5.599312499999999,5.246319306012143,1.6822326276951465,4.636671671415652,4.636671671415652,1.6208736332111506e-11,8.455925225734285e-11,10.072838866073687,FDR Up-regulated,337.0,766.0,0.20678955249388864,0.006618822784668841,0.20017072970921979,0.001894066661336928,0.012084341349932845,1457.0,418.481,1.0,8.401242641969187e-05,4.976114649681529e-05,none,1.0,True,validated,1.0,2.346772806393168,4.695421045804007,3,10.790250842362056,0.6666666666666666,0.6666666666666666,0.07199875752939393,1.0,1.0,0.5858397266564666,0.5858397266564666,48,high
MYBL2,MYBL2,ENSG00000101057,492.0,24.0,65.5649430894309,6.138370833333332,5.269537373127311,2.047788712320935,3.2210958160501937,3.2210958160501937,5.1835793025623095e-14,4.0231769916217366e-13,12.395430861091715,FDR Up-regulated,337.0,766.0,0.3841639104802217,0.009303634243411822,0.3748602762368099,4.589270508336003e-10,1.018359125799759e-07,1716.0,453.11899999999997,1.0,6.661480865468082e-05,3.554367606915378e-05,none,1.0,True,validated,1.0,2.411719319491052,3.578291274989006,3,13.285370252891656,0.6666666666666666,0.6666666666666666,0.07187422841389261,1.0,1.0,0.5858123302510563,0.5858123302510563,49,high
ZWINT,ZWINT,ENSG00000122952,492.0,24.0,46.47370264227642,7.3143875,5.171733322003145,2.9428465003130992,2.5134466822262387,2.5134466822262387,2.0870232208330297e-18,3.386842976560704e-17,16.470204937986026,FDR Up-regulated,318.0,699.0,0.3136964675531255,0.00505572089285707,0.3086407466602685,2.6244541525818915e-06,6.999595870888482e-05,684.0,250.192,1.0,0.00014558153090672753,0.0012167785107673643,none,1.0,True,validated,1.0,1.9669645987618662,3.250234830390672,3,17.680472718819765,0.6666666666666666,0.6666666666666666,0.07141067560894397,1.0,1.0,0.5857103486339676,0.5857103486339676,50,high
KIFC1,KIFC1,ENSG00000237649,492.0,24.0,30.16810955284553,4.463350000000001,4.438263348699855,2.305562360356649,2.512212898619637,2.512212898619637,4.1685321673935604e-17,5.448497742203319e-16,15.26372322473364,FDR Up-regulated,337.0,765.0,0.3371257280658147,0.011488000217679085,0.3256377278481356,2.521322983035752e-07,1.1100824800310188e-05,1233.0,361.1009999999999,1.0,9.866257162180714e-05,0.0004727308917197452,none,1.0,True,validated,1.0,2.1043317556959487,3.185248398845892,3,16.38001684282531,0.6666666666666666,0.6666666666666666,0.07033517199954978,1.0,1.0,0.5854737378399009,0.5854737378399009,51,medium
PDK4,PDK4,ENSG00000004799,492.0,24.0,34.35972296747968,213.7697875,4.3992386424265995,7.320293253572125,-2.602612181267458,2.602612181267458,2.4417804887633657e-12,1.4330268298308078e-11,10.843745678452347,FDR Down-regulated,313.0,739.0,-0.25105479584572415,-0.010630896965581142,-0.240423898880143,0.0012808503061645126,0.00899072723896132,2055.0,492.658,1.0,4.086864758175857e-05,2.606536245071277e-05,none,1.0,True,validated,1.0,2.5219577279717114,2.8234386999702177,3,11.612293380851316,0.6666666666666666,0.6666666666666666,0.07030685129354118,1.0,1.0,0.585467507284579,0.585467507284579,52,medium
KIF4A,KIF4A,ENSG00000090889,492.0,24.0,15.055498577235776,1.029095833333333,3.4742403243709243,0.9566027879431255,2.984158556603435,2.984158556603435,1.9975729102953987e-28,1.3975550556220214e-26,25.854631074402633,FDR Up-regulated,260.0,568.0,0.42719500101207253,-5.0747242402023e-10,0.4271950015195449,1.5955516932048567e-09,2.80994381525522e-07,903.0,306.851,1.0,0.00012037484186196965,0.00013506596906278436,none,1.0,True,validated,1.0,1.915270612109925,4.777139127575126,3,27.699497360218682,0.6666666666666666,0.6666666666666666,0.06769804408511232,1.0,1.0,0.5848935696987246,0.5848935696987246,53,medium
PSAT1,PSAT1,ENSG00000135069,492.0,24.0,45.48444613821138,4.018316666666666,4.872101830288775,2.2060472203545776,3.211472650129765,3.211472650129765,7.509003923018122e-22,2.072165550671171e-20,19.683575550630067,FDR Up-regulated,275.0,580.0,0.27734277247916905,0.014371713644178616,0.26297105883499045,0.0010911019689118743,0.007964326542813977,1619.0,425.47300000000007,1.0,5.278792665852645e-05,0.0,none,1.0,True,validated,1.0,2.2223468801008073,4.361368178720337,3,21.12441766877843,0.6666666666666666,0.6666666666666666,0.06494392920675075,1.0,1.0,0.5842876644254851,0.5842876644254851,54,medium
FOSB,FOSB,ENSG00000125740,492.0,24.0,62.09393536585366,554.8105416666666,4.184356183213415,8.112237038050994,-3.1390199532710175,3.1390199532710175,3.7875835209710157e-10,1.58506939059549e-09,8.799951720643033,FDR Down-regulated,337.0,766.0,-0.24056488108193883,-1.8560895988080582e-05,-0.24054632018595073,0.00017660157549399564,0.0019652903511593596,1329.0,348.277,1.0,7.511326894609576e-05,4.028283287837428e-05,none,1.0,True,validated,1.0,1.7726333301365063,3.2037021796246896,3,9.421637781645572,0.6666666666666666,0.6666666666666666,0.0611976089730866,1.0,1.0,0.5834634739740789,0.5834634739740789,55,medium
THBS2,THBS2,ENSG00000186340,492.0,24.0,47.15246300813008,7.7292708333333335,4.729076455090285,2.6651497995716347,2.4636765401770835,2.4636765401770835,1.973139771764645e-09,7.48798327520227e-09,8.125635134288043,FDR Up-regulated,337.0,766.0,0.3874435202717416,0.001898729393298813,0.3855447908784428,1.2258303612852061e-08,1.1148022834802755e-06,1706.0,431.12899999999996,1.0,9.30445461282355e-05,9.478313618441007e-06,none,1.0,True,validated,1.0,2.4042951418044196,2.395451795501515,3,8.70484214943809,0.6666666666666666,0.660854913095,0.07560689306805912,1.0,1.0,0.5832626994034064,0.5832626994034064,56,medium
AOC3,AOC3,ENSG00000131471,492.0,24.0,38.437619715447155,244.90442083333332,4.831646031070543,7.818926250002431,-2.640453287116713,2.640453287116713,9.598696137890447e-21,2.1900353935178736e-19,18.659548866399472,FDR Down-regulated,337.0,766.0,-0.37768815232451886,-0.01227049516664706,-0.3654176571578718,1.1664570793174596e-07,6.2520972439745005e-06,1175.0,332.015,1.0,7.592445320820866e-05,5.6869881710646044e-05,none,1.0,True,validated,1.0,1.6925552834529893,3.757592298586817,3,20.017787756395563,0.6666666666666666,0.6666666666666666,0.05948101548535779,1.0,1.0,0.5830858234067786,0.5830858234067786,57,medium
AGER,AGER,ENSG00000204305,492.0,24.0,120.552031097561,3782.8696999999993,5.207656970855252,11.753396417768945,-4.96021650371889,4.96021650371889,9.52769227938857e-39,2.2006358838735707e-36,35.657451809652976,FDR Down-regulated,320.0,708.0,-0.308541303932725,-0.0015009905673342488,-0.3070403133653907,7.053864935378889e-06,0.00015652526291605752,994.0,287.53900000000004,1.0,9.867834835247286e-05,4.739156809220504e-06,none,1.0,True,validated,1.0,2.0616421910009097,7.699874330107137,3,38.02101227792343,0.6666666666666666,0.6666666666666666,0.05945661480846116,1.0,1.0,0.5830804552578613,0.5830804552578613,58,medium
VWF,VWF,ENSG00000110799,492.0,24.0,66.37078455284554,328.2086541666667,5.59920093433957,8.217847875389717,-2.2888072563676394,2.2888072563676394,7.34777673682006e-18,1.084858700170955e-16,15.964626823780643,FDR Down-regulated,317.0,738.0,-0.26772319940829575,-8.620167886813077e-05,-0.2676369977294276,0.0002524665459001072,0.00255809710206547,2556.0,756.709,1.0,0.0002075382147443074,0.0010911908553230209,none,1.0,True,validated,1.0,5.544751629764604,2.493577075465869,0,17.133844048261732,0.6666666666666666,0.6328758276854889,0.14799486012562424,1.0,1.0,0.5829601826185542,0.5829601826185542,59,medium
EDNRB,EDNRB,ENSG00000136160,492.0,24.0,9.656522967479676,108.0465958333333,2.928811950763789,6.495982901906772,-3.355136038845448,3.355136038845448,9.047058123861283e-16,9.45706429178085e-15,14.024243658497735,FDR Down-regulated,337.0,766.0,-0.20417956364526238,0.0019248492080568124,-0.20610441285331918,0.004727416646544055,0.0243843271470973,1179.0,304.78799999999984,1.0,7.163033550112248e-05,0.00024406657567485593,none,1.0,True,validated,1.0,1.655159194543748,3.9572023228677775,3,15.043492619499691,0.6666666666666666,0.6666666666666666,0.0558615236780151,1.0,1.0,0.5822895352091633,0.5822895352091633,60,medium
FOS,FOS,ENSG00000170345,492.0,24.0,337.6079556910569,1421.3118958333337,7.722077644869676,10.029252963206806,-2.0705500899827665,2.0705500899827665,5.763813771962029e-09,2.0442503998538445e-08,7.689465908628174,FDR Down-regulated,337.0,766.0,-0.2383766124986709,-0.00658681683787011,-0.2317897956608008,0.0007378746307457947,0.005868615790770317,4060.0,1214.9460000000001,1.0,0.0003083474867799658,0.002670514861995754,none,1.0,True,validated,1.0,9.479701622889971,0.7434188449354276,0,8.23929005962693,0.6666666666666666,0.5979546810639093,0.23521993260858118,1.0,1.0,0.5818954335242885,0.5818954335242885,61,medium
CDA,CDA,ENSG00000158825,492.0,24.0,68.5455924796748,11.398387499999998,4.662705588374824,3.443904688014694,2.4878065855632583,2.4878065855632583,1.3774093860669712e-08,4.6245519033204305e-08,7.334930341918068,FDR Up-regulated,337.0,765.0,0.22206917009972732,-0.005887865381668401,0.22795703548139573,0.0013211837032222915,0.009196068498902964,1014.0,272.887,1.0,9.87573213601915e-05,0.00021089247801031242,none,1.0,True,validated,1.0,1.439529294435357,2.4433609348038,3,7.860936961932081,0.6666666666666666,0.6647157203567879,0.058527927459284625,1.0,1.0,0.5817445951813129,0.5817445951813129,62,medium
SLC7A5,SLC7A5,ENSG00000103257,492.0,24.0,94.88395121951217,14.177854166666668,5.910496891064414,3.668531103552477,2.6593215232390337,2.6593215232390337,7.799273940518062e-14,5.831643366344791e-13,12.234209043120188,FDR Up-regulated,337.0,766.0,0.3637970433547041,0.017509249375702075,0.346287793979002,1.3616029804341398e-05,0.0002641081305579857,1149.0,286.59900000000005,1.0,7.209968523969545e-05,0.0,none,1.0,True,validated,1.0,1.391490870895736,3.153876074185111,3,13.107945825297126,0.6666666666666666,0.6666666666666666,0.052763746699886836,1.0,1.0,0.5816080242739751,0.5816080242739751,63,medium
SMAD6,SMAD6,ENSG00000137834,492.0,24.0,4.9701158536585375,34.33434583333334,2.3581638588443017,4.72982627551853,-2.565240366509467,2.565240366509467,7.899352482442959e-10,3.160678267832718e-09,8.500219709670128,FDR Down-regulated,336.0,748.0,-0.28988504927439773,-0.003945360666160835,-0.2859396886082369,2.9451008312762133e-05,0.0004913668229023998,954.0,258.42900000000003,1.0,7.060595521422385e-05,0.0008814831665150137,none,1.0,True,validated,1.0,1.3783350894487185,2.6130355747874137,3,9.102408506788965,0.6666666666666666,0.6666666666666666,0.05254820192989912,1.0,1.0,0.5815606044245777,0.5815606044245777,64,medium
KCNN4,KCNN4,ENSG00000104783,492.0,24.0,56.91770955284552,6.527070833333333,5.061480151958763,2.6451500968907813,2.9438440968043715,2.9438440968043715,4.80196519702241e-14,3.755377327782693e-13,12.425346420007084,FDR Up-regulated,317.0,689.0,0.32468542607048706,-0.0013899148221523736,0.32607534089263945,2.36862795223435e-06,6.488870896306201e-05,777.0,212.12700000000004,1.0,9.084570278602335e-05,2.8434940855323022e-05,none,1.0,True,validated,1.0,1.042516741202158,3.4801077679745376,3,13.318580991883302,0.6666666666666666,0.6666666666666666,0.04841828136290043,1.0,1.0,0.580652021899838,0.580652021899838,65,medium
COL10A1,COL10A1,ENSG00000123500,492.0,23.0,58.14981097560975,3.7557130434782615,4.972001735547477,1.4616625356126602,3.6366399865926065,3.6366399865926065,3.0423964442641354e-13,2.0684615502716767e-12,11.684352547603877,FDR Up-regulated,335.0,722.0,0.18592690346734736,-0.0013300832772145043,0.18725698674456187,0.00986461672756305,0.04253809968952756,940.0,259.003,1.0,5.244427146024472e-05,1.6587048832271762e-05,none,1.0,True,validated,1.0,1.0659191797770098,4.087127867909924,3,12.516784195168578,0.6666666666666666,0.6666666666666666,0.04461356974863309,1.0,1.0,0.5798149853446992,0.5798149853446992,66,medium
GINS1,GINS1,ENSG00000101003,492.0,24.0,13.117002845528454,1.4810208333333337,3.405147442551386,1.2654373463747925,2.5084280704119277,2.5084280704119277,8.249189295298096e-28,5.349599258000816e-26,25.271678750045588,FDR Up-regulated,320.0,707.0,0.3746614435338415,0.0018172273618173081,0.3728442161720242,6.1514300681294305e-09,7.112112893872812e-07,785.0,247.012,1.0,5.579701722068065e-05,3.791325447376403e-05,none,1.0,True,validated,1.0,1.007891018369246,4.418476511885027,3,27.08358873046569,0.6666666666666666,0.6666666666666666,0.044064624224900956,1.0,1.0,0.5796942173294781,0.5796942173294781,67,medium
KIF11,KIF11,ENSG00000138160,492.0,24.0,17.308723170731707,2.699924999999999,3.791864505064697,1.8137773935191148,2.3069632510132903,2.3069632510132903,1.0641833103464781e-20,2.414965652187344e-19,18.61708904179511,FDR Up-regulated,337.0,766.0,0.330975898135611,0.004025012170319557,0.3269508859652915,2.1921668911355353e-07,9.807295023043856e-06,1723.0,565.3459999999999,1.0,0.00022257793947087531,0.00029619730057628147,none,1.0,True,validated,1.0,4.12574697757498,3.019978872949163,0,19.972983556425454,0.6666666666666666,0.635780786828793,0.12511745484015538,1.0,1.0,0.5796120297588674,0.5796120297588674,68,medium
HMMR,HMMR,ENSG00000072571,492.0,24.0,11.984216869918699,1.4419041666666665,3.2474245621175957,1.2103730597309412,2.410680514421975,2.410680514421975,1.1331915788507802e-21,2.9807711717633397e-20,19.5256713626641,FDR Up-regulated,337.0,766.0,0.3505804688817937,0.00587266817912046,0.34470780070267326,3.1607578939931466e-07,1.3103994063303433e-05,1482.0,401.5510000000001,1.0,0.00012280772550523237,0.00036728465271458903,none,1.0,True,validated,1.0,2.654272136539458,3.45513173839033,3,20.9456966615362,0.6666666666666666,0.6523755489741827,0.08079982964910967,1.0,1.0,0.5794871142611634,0.5794871142611634,69,medium
NCAPG,NCAPG,ENSG00000109805,492.0,24.0,9.672227642276422,0.9953083333333334,2.9098100443264086,0.9205767007413862,2.4191777378942136,2.4191777378942136,7.035684763695932e-22,1.964051006633727e-20,19.70684723772426,FDR Up-regulated,260.0,567.0,0.41407714859143685,4.31578494674104e-10,0.41407714815985835,1.7364098126499769e-09,2.9316827431161014e-07,1037.0,332.91099999999994,1.0,0.00014659807912533533,6.0424249317561424e-05,none,1.0,True,validated,1.0,2.1506473465704055,3.5559089522390583,3,21.152693627494045,0.6666666666666666,0.6537351047297408,0.07704508003962102,1.0,1.0,0.5794496116852996,0.5794496116852996,70,medium
TGFBR3,TGFBR3,ENSG00000069702,492.0,24.0,6.283815853658536,40.87555,2.43709007672795,5.218613887022641,-2.523341784879089,2.523341784879089,2.2842982365829697e-16,2.6691304620253258e-15,14.573630198204631,FDR Down-regulated,337.0,766.0,-0.2847741432183972,-0.000412314200886907,-0.28436182901751034,3.803800099529959e-05,0.0006020422554106261,1160.0,269.223,1.0,3.982928437587255e-05,7.1087352138307555e-06,none,1.0,True,validated,1.0,1.105284944774512,3.320489068709517,3,15.641247195502054,0.6666666666666666,0.6666666666666666,0.04270901221809764,1.0,1.0,0.5793959826879814,0.5793959826879814,71,medium
MMP12,MMP12,ENSG00000262406,492.0,23.0,67.08251849593496,4.827547826086957,4.667397470397125,1.6174263977174927,3.546323561353661,3.546323561353661,1.8972450587426472e-10,8.345799357020552e-10,9.078532060456595,FDR Up-regulated,337.0,766.0,0.22661823828950614,0.002223095964131556,0.22439514232537458,0.0013609159274328379,0.009407702314559088,1057.0,276.3330000000001,1.0,3.4106195450234246e-05,1.184789202305126e-05,none,1.0,True,validated,1.0,1.0195068356346828,3.7456590326771333,3,9.72187656959316,0.6666666666666666,0.6666666666666666,0.042183600318111504,1.0,1.0,0.5792803920699845,0.5792803920699845,72,medium
DUOX1,DUOX1,ENSG00000137857,492.0,24.0,16.63337906504065,100.65850833333333,3.282090867094159,6.612399641247463,-2.5273500986172417,2.5273500986172417,1.9117828081076442e-39,4.5400802714792936e-37,36.34293646847498,FDR Down-regulated,277.0,626.0,-0.42867338184300063,-0.001968330231505616,-0.426705051611495,8.61030408496759e-09,9.012389039878813e-07,875.0,220.00300000000001,1.0,5.98668991926432e-05,2.369578404610252e-06,none,1.0,True,validated,1.0,1.1889126709733533,5.566331180654175,3,38.71856144814682,0.6666666666666666,0.6666666666666666,0.04162846930533106,1.0,1.0,0.5791582632471728,0.5791582632471728,73,medium
EGLN3,EGLN3,ENSG00000129521,492.0,24.0,30.999807520325206,4.240583333333334,4.08142097177321,2.220568469654601,2.6102639139900843,2.6102639139900843,5.160133547663618e-14,4.0094475459519017e-13,12.396915463856981,FDR Up-regulated,277.0,626.0,0.3116781570820898,-0.0023855731767504075,0.3140637302588402,3.586386098298059e-05,0.0005758459299655132,654.0,193.7839999999999,1.0,5.452329177790992e-05,2.606536245071277e-05,none,1.0,True,validated,1.0,0.5445719616854473,3.239784270368405,3,13.287339058399368,0.6666666666666666,0.6666666666666666,0.037207022356525496,1.0,1.0,0.5781855449184355,0.5781855449184355,74,medium
TROAP,TROAP,ENSG00000135451,492.0,23.0,11.136545528455285,0.8407608695652173,3.0754086024555995,0.8234196575690111,2.7209837145332374,2.7209837145332374,4.074896053106254e-27,2.4278029099443304e-25,24.614786572373486,FDR Up-regulated,337.0,766.0,0.33483022209450336,0.009927511247847284,0.32490271084665606,1.613439833774564e-07,7.715997825745167e-06,610.0,188.555,1.0,5.211791012377447e-05,2.369578404610252e-05,none,1.0,True,validated,1.0,0.6584198378645808,4.603239267171868,3,26.389883465240114,0.6666666666666666,0.6666666666666666,0.03596573372785212,1.0,1.0,0.5779124614201274,0.5779124614201274,75,medium
EMCN,EMCN,ENSG00000164035,492.0,24.0,8.019775,51.03800416666667,2.794721204443761,5.537824900448245,-2.5284022801456287,2.5284022801456287,2.731743507538232e-16,3.152630204011097e-15,14.501326967969527,FDR Down-regulated,277.0,625.0,-0.22666913112003478,-0.005427929183281958,-0.2212412019367528,0.0021784400200284995,0.013487607155254575,713.0,188.27300000000002,1.0,4.332437640677996e-05,1.4217470427661511e-05,none,1.0,True,validated,1.0,0.504842584816312,3.392371554783835,3,15.563560080426146,0.6666666666666666,0.6666666666666666,0.033722720657543705,1.0,1.0,0.5774189985446595,0.5774189985446595,76,medium
TNNC1,TNNC1,ENSG00000114854,492.0,24.0,19.869303048780488,218.05784999999995,3.6134503389168064,7.707837404701565,-3.391857588798941,3.391857588798941,7.482205621756634e-40,1.9408841382836707e-37,36.71200038918965,FDR Down-regulated,337.0,766.0,-0.3231921450867807,-0.0017021501291842338,-0.32148999495759645,2.4947172779561256e-06,6.750948341200783e-05,825.0,186.53900000000002,1.0,4.2406335884251334e-05,0.0,none,1.0,True,validated,1.0,0.9972573385983767,6.470849897335437,3,39.12597036093771,0.6666666666666666,0.6666666666666666,0.03322667644351379,1.0,1.0,0.577309868817573,0.577309868817573,77,medium
PTPRB,PTPRB,ENSG00000127329,492.0,24.0,7.336937195121951,47.4439125,2.731103034259588,5.31491348085137,-2.53872601472175,2.53872601472175,1.0500497200658505e-12,6.5476658025260005e-12,11.183913495390637,FDR Down-regulated,337.0,766.0,-0.2001343141924811,-0.004231915069992019,-0.19590239912248908,0.004802226276791264,0.024630890695025713,793.0,188.76599999999996,1.0,4.041019633386629e-05,4.739156809220504e-06,none,1.0,True,validated,1.0,0.5017502166416138,3.0605298082978742,3,11.978790136511957,0.6666666666666666,0.6666666666666666,0.033025133582665046,1.0,1.0,0.5772655293881862,0.5772655293881862,78,medium
FOXF1,FOXF1,ENSG00000103241,492.0,24.0,7.834236585365852,54.33376666666667,2.848152377278527,5.512954086854934,-2.6469827597905553,2.6469827597905553,8.921597326075283e-13,5.631862692435618e-12,11.249347942048553,FDR Down-regulated,337.0,766.0,-0.18632099956850237,0.00478055976750048,-0.19110155933600284,0.0034622158921252507,0.01909209012083979,844.0,199.62599999999998,1.0,3.452954195275006e-05,4.739156809220504e-06,none,1.0,True,validated,1.0,0.5424978743632961,3.169307736778423,3,12.049557382418097,0.6666666666666666,0.6666666666666666,0.03289912059958431,1.0,1.0,0.5772378065319085,0.5772378065319085,79,medium
MB,MB,ENSG00000198125,487.0,24.0,16.425091786447638,2.1209791666666664,3.28527892976207,1.167525661287816,2.481095623447446,2.481095623447446,7.735058701256492e-11,3.6107648051463377e-10,9.442400799347674,FDR Up-regulated,337.0,766.0,0.192093662590822,-0.004343407285732871,0.19643706987655488,0.008854361765480418,0.03944087445197161,1190.0,328.61800000000005,1.0,7.705009074417e-05,5.568509250834092e-05,none,1.0,True,validated,1.0,1.5541606324563908,2.6635421964092876,3,10.111536386097123,0.6598915989159891,0.6568976374912432,0.05933945409000804,1.0,1.0,0.5770498895905223,0.5770498895905223,80,medium
NPR1,NPR1,ENSG00000169418,492.0,24.0,9.363753861788616,56.426725,2.87150956284766,5.754235008275773,-2.470175631168997,2.470175631168997,6.058045547201066e-22,1.7138373485127044e-20,19.766030397112516,FDR Down-regulated,337.0,765.0,-0.40163635949048737,-0.0024334737297537086,-0.39920288576073365,2.925221071886517e-11,1.7081751469779422e-08,644.0,176.87400000000005,1.0,8.667288522298198e-05,2.369578404610252e-06,none,1.0,True,validated,1.0,0.833880273883119,3.819089975268663,3,21.217667465763196,0.6666666666666666,0.6618947676537061,0.04298071289921874,1.0,1.0,0.576688055410311,0.576688055410311,81,medium
PTGES,PTGES,ENSG00000148344,492.0,24.0,79.80522784552845,10.237245833333334,5.580514599955806,3.3601407944862913,2.8461601489604202,2.8461601489604202,7.192948833745543e-18,1.0638623709279263e-16,15.973114551940057,FDR Up-regulated,318.0,699.0,0.34376911916360026,-0.0033079806654627442,0.347077099829063,1.7785142198217468e-05,0.0003283297049737484,551.0,138.50400000000002,1.0,5.190283343192067e-05,0.0,none,1.0,True,validated,1.0,0.3355862787841088,3.869700046018442,3,17.1430930289945,0.6666666666666666,0.6666666666666666,0.029708783888038555,1.0,1.0,0.5765359324553684,0.5765359324553684,82,medium
